concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
8515	8515	Mapped from	1970-01-01	2099-12-31	
8515	8515	Maps to	1970-01-01	2099-12-31	
8515	700362	Mapped from	2023-05-22	2099-12-31	
8515	700365	Mapped from	2023-05-22	2099-12-31	
8516	8516	Mapped from	1970-01-01	2099-12-31	
8516	8516	Maps to	1970-01-01	2099-12-31	
8527	8527	Mapped from	1970-01-01	2099-12-31	
8527	8527	Maps to	1970-01-01	2099-12-31	
38003025	38003025	Mapped from	1970-01-01	2099-12-31	
38003025	38003025	Maps to	1970-01-01	2099-12-31	
38003026	38003026	Mapped from	1970-01-01	2099-12-31	
38003026	38003026	Maps to	1970-01-01	2099-12-31	
38003027	38003027	Mapped from	1970-01-01	2099-12-31	
38003027	38003027	Maps to	1970-01-01	2099-12-31	
38003028	38003028	Mapped from	1970-01-01	2099-12-31	
38003028	38003028	Maps to	1970-01-01	2099-12-31	
38003029	38003029	Mapped from	1970-01-01	2099-12-31	
38003029	38003029	Maps to	1970-01-01	2099-12-31	
501343	501345	RxNorm ing of	2009-04-06	2099-12-31	
501343	501343	Mapped from	1970-01-01	2099-12-31	
501343	501343	Maps to	1970-01-01	2099-12-31	
501345	501345	Mapped from	1970-01-01	2099-12-31	
501345	501345	Maps to	1970-01-01	2099-12-31	
501345	501343	RxNorm has ing	2009-04-06	2099-12-31	
501346	501346	Mapped from	1970-01-01	2099-12-31	
501346	501346	Maps to	1970-01-01	2099-12-31	
501347	501347	Mapped from	1970-01-01	2099-12-31	
501347	501347	Maps to	1970-01-01	2099-12-31	
501415	501415	Mapped from	2008-11-30	2099-12-31	
501415	501415	Maps to	2008-11-30	2099-12-31	
32764	32764	Mapped from	1970-01-01	2099-12-31	
32764	32764	Maps to	1970-01-01	2099-12-31	
32765	32765	Mapped from	1970-01-01	2099-12-31	
32765	32765	Maps to	1970-01-01	2099-12-31	
32766	32766	Mapped from	1970-01-01	2099-12-31	
32766	32766	Maps to	1970-01-01	2099-12-31	
32767	32767	Mapped from	1970-01-01	2099-12-31	
32767	32767	Maps to	1970-01-01	2099-12-31	
8715	8715	Mapped from	1970-01-01	2099-12-31	
8715	8715	Maps to	1970-01-01	2099-12-31	
9173	9173	Mapped from	1970-01-01	2099-12-31	
9173	9173	Maps to	1970-01-01	2099-12-31	
9174	9174	Mapped from	1970-01-01	2099-12-31	
9174	9174	Maps to	1970-01-01	2099-12-31	
9176	9176	Mapped from	1970-01-01	2099-12-31	
9176	9176	Maps to	1970-01-01	2099-12-31	
705162	705162	Mapped from	2019-04-01	2099-12-31	
705162	705162	Maps to	2019-04-01	2099-12-31	
705162	705163	Is a	2019-04-01	2099-12-31	
705163	705162	Subsumes	2019-04-01	2099-12-31	
705163	705163	Mapped from	2019-04-01	2099-12-31	
705163	705163	Maps to	2019-04-01	2099-12-31	
705164	705164	Mapped from	2019-04-01	2099-12-31	
705164	705164	Maps to	2019-04-01	2099-12-31	
705165	705165	Mapped from	2019-04-01	2099-12-31	
705165	705165	Maps to	2019-04-01	2099-12-31	
705166	705166	Mapped from	2019-04-01	2099-12-31	
705166	705166	Maps to	2019-04-01	2099-12-31	
280	281	Subsumes	1970-01-01	2099-12-31	
280	280	Mapped from	1970-01-01	2099-12-31	
280	280	Maps to	1970-01-01	2099-12-31	
281	281	Mapped from	1970-01-01	2099-12-31	
281	281	Maps to	1970-01-01	2099-12-31	
281	283	Subsumes	1970-01-01	2099-12-31	
281	284	Subsumes	1970-01-01	2099-12-31	
281	282	Subsumes	1970-01-01	2099-12-31	
281	280	Is a	1970-01-01	2099-12-31	
282	281	Is a	1970-01-01	2099-12-31	
282	282	Mapped from	1970-01-01	2099-12-31	
282	282	Maps to	1970-01-01	2099-12-31	
283	281	Is a	1970-01-01	2099-12-31	
283	283	Mapped from	1970-01-01	2099-12-31	
283	283	Maps to	1970-01-01	2099-12-31	
284	281	Is a	1970-01-01	2099-12-31	
284	284	Mapped from	1970-01-01	2099-12-31	
284	284	Maps to	1970-01-01	2099-12-31	
274	274	Mapped from	1970-01-01	2099-12-31	
274	274	Maps to	1970-01-01	2099-12-31	
275	275	Mapped from	1970-01-01	2099-12-31	
275	275	Maps to	1970-01-01	2099-12-31	
276	276	Mapped from	1970-01-01	2099-12-31	
276	276	Maps to	1970-01-01	2099-12-31	
277	277	Mapped from	1970-01-01	2099-12-31	
277	277	Maps to	1970-01-01	2099-12-31	
278	278	Mapped from	1970-01-01	2099-12-31	
278	278	Maps to	1970-01-01	2099-12-31	
32809	32809	Mapped from	2020-08-20	2099-12-31	
32809	32809	Maps to	2020-08-20	2099-12-31	
32810	32812	Subsumes	2020-08-20	2099-12-31	
32810	32813	Subsumes	2020-08-20	2099-12-31	
32810	32811	Subsumes	2020-08-20	2099-12-31	
32810	32810	Mapped from	2020-08-20	2099-12-31	
32810	32810	Maps to	2020-08-20	2099-12-31	
32811	32811	Mapped from	2020-08-20	2099-12-31	
32811	32811	Maps to	2020-08-20	2099-12-31	
32811	32810	Is a	2020-08-20	2099-12-31	
32812	32812	Mapped from	2020-08-20	2099-12-31	
32812	32812	Maps to	2020-08-20	2099-12-31	
32812	32810	Is a	2020-08-20	2099-12-31	
32813	32813	Mapped from	2020-08-20	2099-12-31	
32813	32813	Maps to	2020-08-20	2099-12-31	
32813	32810	Is a	2020-08-20	2099-12-31	
32203	32203	Mapped from	1970-01-01	2099-12-31	
32203	32203	Maps to	1970-01-01	2099-12-31	
32204	32204	Mapped from	1970-01-01	2099-12-31	
32204	32204	Maps to	1970-01-01	2099-12-31	
32205	32205	Mapped from	1970-01-01	2099-12-31	
32205	32205	Maps to	1970-01-01	2099-12-31	
32206	32206	Mapped from	1970-01-01	2099-12-31	
32206	32206	Maps to	1970-01-01	2099-12-31	
32207	32207	Mapped from	1970-01-01	2099-12-31	
32207	32207	Maps to	1970-01-01	2099-12-31	
8478	8478	Mapped from	1970-01-01	2099-12-31	
8478	8478	Maps to	1970-01-01	2099-12-31	
8479	8479	Mapped from	1970-01-01	2099-12-31	
8479	8479	Maps to	1970-01-01	2099-12-31	
8480	8480	Mapped from	1970-01-01	2099-12-31	
8480	8480	Maps to	1970-01-01	2099-12-31	
8482	8482	Mapped from	1970-01-01	2099-12-31	
8482	8482	Maps to	1970-01-01	2099-12-31	
35809408	35809409	Is a	1970-01-01	2099-12-31	
35809409	35809408	Subsumes	1970-01-01	2099-12-31	
42084626	42084626	Mapped from	2017-01-01	2099-12-31	
42084626	42084626	Maps to	2017-01-01	2099-12-31	
42084626	42084630	Subsumes	1970-01-01	2099-12-31	
42084627	42084627	Mapped from	2017-01-01	2099-12-31	
42084627	42084627	Maps to	2017-01-01	2099-12-31	
42084628	42084628	Mapped from	2017-01-01	2099-12-31	
42084628	42084628	Maps to	2017-01-01	2099-12-31	
42084629	42084629	Mapped from	2017-01-01	2099-12-31	
42084629	42084629	Maps to	2017-01-01	2099-12-31	
42084630	42084626	Is a	1970-01-01	2099-12-31	
42084630	42084630	Mapped from	2017-01-01	2099-12-31	
42084630	42084630	Maps to	2017-01-01	2099-12-31	
262	262	Mapped from	1970-01-01	2099-12-31	
262	262	Maps to	1970-01-01	2099-12-31	
9201	9201	Mapped from	1970-01-01	2099-12-31	
9201	9201	Maps to	1970-01-01	2099-12-31	
9202	9202	Mapped from	1970-01-01	2099-12-31	
9202	9202	Maps to	1970-01-01	2099-12-31	
9202	704057	Mapped from	2022-08-24	2099-12-31	
9203	9203	Mapped from	1970-01-01	2099-12-31	
9203	9203	Maps to	1970-01-01	2099-12-31	
32036	32036	Mapped from	1970-01-01	2099-12-31	
32036	32036	Maps to	1970-01-01	2099-12-31	
32021	32022	Subsumes	1970-01-01	2099-12-31	
32021	32024	Subsumes	1970-01-01	2099-12-31	
32021	32023	Subsumes	1970-01-01	2099-12-31	
32022	32021	Is a	1970-01-01	2099-12-31	
32023	32021	Is a	1970-01-01	2099-12-31	
32023	32025	Subsumes	1970-01-01	2099-12-31	
32024	32021	Is a	1970-01-01	2099-12-31	
32025	32023	Is a	1970-01-01	2099-12-31	
58	5	Concept replaces	2015-10-16	2099-12-31	
1125315	2900848	Has brand name	2021-06-30	2099-12-31	
