concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
836659,tacrine 10 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,313185,1970-01-01,2099-12-31,
914335,atropine,Drug,RxNorm,Ingredient,S,1223,1970-01-01,2099-12-31,
920293,nitrofurantoin,Drug,RxNorm,Ingredient,S,7454,1970-01-01,2099-12-31,
920300,nitrofurantoin 5 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,311989,1970-01-01,2099-12-31,
920334,"nitrofurantoin, macrocrystals 50 MG Oral Capsule",Drug,RxNorm,Clinical Drug,S,311995,1970-01-01,2099-12-31,
933724,phenazopyridine,Drug,RxNorm,Ingredient,S,8120,1970-01-01,2099-12-31,
956874,furosemide,Drug,RxNorm,Ingredient,S,4603,1970-01-01,2099-12-31,
957138,furosemide 40 MG,Drug,RxNorm,Clinical Drug Comp,S,315971,1970-01-01,2099-12-31,
964261,vitamin B12 5 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,2001499,2018-04-02,2099-12-31,
967823,sodium chloride,Drug,RxNorm,Ingredient,S,9863,1970-01-01,2099-12-31,
974166,hydrochlorothiazide,Drug,RxNorm,Ingredient,S,5487,1970-01-01,2099-12-31,
975125,hydrocortisone,Drug,RxNorm,Ingredient,S,5492,1970-01-01,2099-12-31,
1000560,ondansetron,Drug,RxNorm,Ingredient,S,26225,1970-01-01,2099-12-31,
1101554,colchicine,Drug,RxNorm,Ingredient,S,2683,1970-01-01,2099-12-31,
1102527,meperidine,Drug,RxNorm,Ingredient,S,6754,1970-01-01,2099-12-31,
1107830,loratadine,Drug,RxNorm,Ingredient,S,28889,1970-01-01,2099-12-31,
1107882,loratadine 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,311372,1970-01-01,2099-12-31,
1110410,morphine,Drug,RxNorm,Ingredient,S,7052,1970-01-01,2099-12-31,
1112807,aspirin,Drug,RxNorm,Ingredient,S,1191,1970-01-01,2099-12-31,
1115008,naproxen,Drug,RxNorm,Ingredient,S,7258,1970-01-01,2099-12-31,
1115171,naproxen sodium 220 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,849574,2009-05-31,2099-12-31,
1119510,dextromethorphan,Drug,RxNorm,Ingredient,S,3289,1970-01-01,2099-12-31,
1124957,oxycodone,Drug,RxNorm,Ingredient,S,7804,1970-01-01,2099-12-31,
1125315,acetaminophen,Drug,RxNorm,Ingredient,S,161,1970-01-01,2099-12-31,
1127078,acetaminophen 160 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,282464,1970-01-01,2099-12-31,
1127433,acetaminophen 325 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,313782,1970-01-01,2099-12-31,
1129625,diphenhydramine,Drug,RxNorm,Ingredient,S,3498,1970-01-01,2099-12-31,
1137529,salmeterol,Drug,RxNorm,Ingredient,S,36117,1970-01-01,2099-12-31,
1149196,cetirizine,Drug,RxNorm,Ingredient,S,20610,1970-01-01,2099-12-31,
1149380,fluticasone,Drug,RxNorm,Ingredient,S,41126,1970-01-01,2099-12-31,
1150770,astemizole,Drug,RxNorm,Ingredient,S,42328,1970-01-01,2099-12-31,
1150771,astemizole 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,197378,1970-01-01,2099-12-31,
1150836,terfenadine,Drug,RxNorm,Ingredient,S,42330,1970-01-01,2099-12-31,
1150837,terfenadine 60 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,141918,1970-01-01,2099-12-31,
1153428,fexofenadine,Drug,RxNorm,Ingredient,S,87636,1970-01-01,2099-12-31,
1154343,albuterol,Drug,RxNorm,Ingredient,S,435,1970-01-01,2099-12-31,
1154615,200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Quant Clinical Drug,S,745679,2007-12-30,2099-12-31,
1167322,allopurinol,Drug,RxNorm,Ingredient,S,519,1970-01-01,2099-12-31,
1167323,allopurinol 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,197319,1970-01-01,2099-12-31,
1174888,hydrocodone,Drug,RxNorm,Ingredient,S,5489,1970-01-01,2099-12-31,
1177480,ibuprofen,Drug,RxNorm,Ingredient,S,5640,1970-01-01,2099-12-31,
1192710,chlorpheniramine,Drug,RxNorm,Ingredient,S,2400,1970-01-01,2099-12-31,
1305058,methotrexate,Drug,RxNorm,Ingredient,S,6851,1970-01-01,2099-12-31,
1307046,metoprolol,Drug,RxNorm,Ingredient,S,6918,1970-01-01,2099-12-31,
1307863,verapamil,Drug,RxNorm,Ingredient,S,11170,1970-01-01,2099-12-31,
1308738,vitamin B12,Drug,RxNorm,Ingredient,S,11248,1970-01-01,2099-12-31,
1309944,amiodarone,Drug,RxNorm,Ingredient,S,703,1970-01-01,2099-12-31,
1310034,3 ML amiodarone hydrochloride 50 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,834357,2009-03-01,2099-12-31,
1310149,warfarin,Drug,RxNorm,Ingredient,S,11289,1970-01-01,2099-12-31,
1315942,docetaxel,Drug,RxNorm,Ingredient,S,72962,1970-01-01,2099-12-31,
1318011,oxaliplatin,Drug,RxNorm,Ingredient,S,32592,1970-01-01,2099-12-31,
1322184,clopidogrel,Drug,RxNorm,Ingredient,S,32968,1970-01-01,2099-12-31,
1326303,digoxin,Drug,RxNorm,Ingredient,S,3407,1970-01-01,2099-12-31,
1332418,amlodipine,Drug,RxNorm,Ingredient,S,17767,1970-01-01,2099-12-31,
1332419,amlodipine 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,197361,1970-01-01,2099-12-31,
1343916,epinephrine,Drug,RxNorm,Ingredient,S,3992,1970-01-01,2099-12-31,
1347450,alteplase,Drug,RxNorm,Ingredient,S,8410,1970-01-01,2099-12-31,
1350504,etoposide,Drug,RxNorm,Ingredient,S,4179,1970-01-01,2099-12-31,
1351541,leuprolide,Drug,RxNorm,Ingredient,S,42375,1970-01-01,2099-12-31,
1351705,0.25 ML leuprolide acetate 30 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,752899,2008-01-27,2099-12-31,
1361711,nitroglycerin,Drug,RxNorm,Ingredient,S,4917,1970-01-01,2099-12-31,
1367571,heparin,Drug,RxNorm,Ingredient,S,5224,1970-01-01,2099-12-31,
1378382,paclitaxel,Drug,RxNorm,Ingredient,S,56946,1970-01-01,2099-12-31,
1378388,paclitaxel 100 MG Injection,Drug,RxNorm,Clinical Drug,S,583214,2005-11-13,2099-12-31,
1388796,leucovorin,Drug,RxNorm,Ingredient,S,6313,1970-01-01,2099-12-31,
1396131,ferrous sulfate,Drug,RxNorm,Ingredient,S,24947,1970-01-01,2099-12-31,
1397599,cisplatin,Drug,RxNorm,Ingredient,S,2555,1970-01-01,2099-12-31,
1500211,medroxyprogesterone,Drug,RxNorm,Ingredient,S,6691,1970-01-01,2099-12-31,
1501700,levothyroxine,Drug,RxNorm,Ingredient,S,10582,1970-01-01,2099-12-31,
1503184,mestranol,Drug,RxNorm,Ingredient,S,6782,1970-01-01,2099-12-31,
1503297,metformin,Drug,RxNorm,Ingredient,S,6809,1970-01-01,2099-12-31,
1512674,drospirenone,Drug,RxNorm,Ingredient,S,11636,1970-01-01,2099-12-31,
1515774,norgestimate,Drug,RxNorm,Ingredient,S,31994,1970-01-01,2099-12-31,
1518198,norelgestromin,Drug,RxNorm,Ingredient,S,326374,1970-01-01,2099-12-31,
1519936,etonogestrel,Drug,RxNorm,Ingredient,S,14584,1970-01-01,2099-12-31,
1519937,etonogestrel 68 MG Drug Implant,Drug,RxNorm,Clinical Drug,S,389221,1970-01-01,2099-12-31,
1521369,norethindrone,Drug,RxNorm,Ingredient,S,7514,1970-01-01,2099-12-31,
1539403,simvastatin,Drug,RxNorm,Ingredient,S,36567,1970-01-01,2099-12-31,
1539411,simvastatin 20 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,312961,1970-01-01,2099-12-31,
1539464,simvastatin 10 MG,Drug,RxNorm,Clinical Drug Comp,S,316672,1970-01-01,2099-12-31,
1545958,atorvastatin,Drug,RxNorm,Ingredient,S,83367,1970-01-01,2099-12-31,
1545959,atorvastatin 80 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,259255,1970-01-01,2099-12-31,
1548195,estradiol,Drug,RxNorm,Ingredient,S,4083,1970-01-01,2099-12-31,
1549786,ethinyl estradiol,Drug,RxNorm,Ingredient,S,4124,1970-01-01,2099-12-31,
1550023,insulin lispro,Drug,RxNorm,Ingredient,S,86009,1970-01-01,2099-12-31,
1551099,prednisone,Drug,RxNorm,Ingredient,S,8640,1970-01-01,2099-12-31,
1551192,prednisone 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,312617,1970-01-01,2099-12-31,
1557272,alendronate,Drug,RxNorm,Ingredient,S,46041,1970-01-01,2099-12-31,
1589505,levonorgestrel,Drug,RxNorm,Ingredient,S,6373,1970-01-01,2099-12-31,
1594382,NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector,Drug,RxNorm,Clinical Drug,S,1870230,2017-08-07,2099-12-31,
1595799,ferrous fumarate,Drug,RxNorm,Ingredient,S,24941,1970-01-01,2099-12-31,
1596977,"insulin, regular, human",Drug,RxNorm,Ingredient,S,253182,1970-01-01,2099-12-31,
1713332,amoxicillin,Drug,RxNorm,Ingredient,S,723,1970-01-01,2099-12-31,
1713671,amoxicillin 250 MG / clavulanate 125 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,562251,2005-09-11,2099-12-31,
1717327,ampicillin,Drug,RxNorm,Ingredient,S,733,1970-01-01,2099-12-31,
1718412,levonorgestrel 0.000729 MG/HR Intrauterine System [Kyleena],Drug,RxNorm,Branded Drug,S,1856546,2017-01-03,2099-12-31,
1718701,Abuse-Deterrent 12 HR oxycodone hydrochloride 15 MG Extended Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,1860154,2017-01-03,2099-12-31,
1718758,1 ML docetaxel 20 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1860480,2017-01-03,2099-12-31,
1728416,penicillin G,Drug,RxNorm,Ingredient,S,7980,1970-01-01,2099-12-31,
1729720,penicillin V,Drug,RxNorm,Ingredient,S,7984,1970-01-01,2099-12-31,
1738521,doxycycline,Drug,RxNorm,Ingredient,S,3640,1970-01-01,2099-12-31,
1741122,tazobactam,Drug,RxNorm,Ingredient,S,37617,1970-01-01,2099-12-31,
1746114,piperacillin,Drug,RxNorm,Ingredient,S,8339,1970-01-01,2099-12-31,
1759842,clavulanate,Drug,RxNorm,Ingredient,S,48203,1970-01-01,2099-12-31,
1768849,cefaclor,Drug,RxNorm,Ingredient,S,2176,1970-01-01,2099-12-31,
1778162,cefuroxime,Drug,RxNorm,Ingredient,S,2194,1970-01-01,2099-12-31,
3000285,Sodium [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S,2947-0,1970-01-01,2099-12-31,
3000330,Specific gravity of Urine by Test strip,Measurement,LOINC,Lab Test,S,5811-5,1970-01-01,2099-12-31,
3000348,Leukocyte esterase [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5799-2,1970-01-01,2099-12-31,
3000483,Glucose [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,2339-0,1970-01-01,2099-12-31,
3000876,Codfish IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6082-2,1970-01-01,2099-12-31,
3000905,Leukocytes [#/volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,6690-2,1970-01-01,2099-12-31,
3000963,Hemoglobin [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,718-7,1970-01-01,2099-12-31,
3001247,Common Ragweed IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6085-5,1970-01-01,2099-12-31,
3001488,Cow milk IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,7258-7,1970-01-01,2099-12-31,
3001802,Microalbumin/Creatinine [Mass Ratio] in Urine,Measurement,LOINC,Lab Test,S,14959-1,1970-01-01,2099-12-31,
3002385,Erythrocyte distribution width [Ratio],Measurement,LOINC,Lab Test,S,30385-9,1970-01-01,2099-12-31,
3002736,Platelet distribution width [Entitic volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,32207-3,1970-01-01,2099-12-31,
3004249,Systolic blood pressure,Measurement,LOINC,Clinical Observation,S,8480-6,1996-09-06,2099-12-31,
3004295,Urea nitrogen [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S,6299-2,1970-01-01,2099-12-31,
3004410,Hemoglobin A1c/Hemoglobin.total in Blood,Measurement,LOINC,Lab Test,S,4548-4,1970-01-01,2099-12-31,
3004501,Glucose [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2345-7,1970-01-01,2099-12-31,
3005136,Cladosporium herbarum IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6075-6,1970-01-01,2099-12-31,
3005456,Potassium [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S,6298-4,1970-01-01,2099-12-31,
3005897,Protein [Mass/volume] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5804-0,1970-01-01,2099-12-31,
3006322,Oral temperature,Measurement,LOINC,Clinical Observation,S,8331-1,1996-09-06,2099-12-31,
3006451,Walnut IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6273-7,1970-01-01,2099-12-31,
3006513,Bilirubin.total [Mass/volume] in Urine by Test strip,Measurement,LOINC,Lab Test,S,20505-4,1970-01-01,2099-12-31,
3006734,White Oak IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6189-5,1970-01-01,2099-12-31,
3006906,Calcium [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,17861-6,1998-07-09,2099-12-31,
3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1742-6,1970-01-01,2099-12-31,
3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2085-9,1970-01-01,2099-12-31,
3007461,Platelets [#/volume] in Blood,Measurement,LOINC,Lab Test,S,26515-7,1970-01-01,2099-12-31,
3007876,Appearance of Urine,Measurement,LOINC,Lab Test,S,5767-9,1970-01-01,2099-12-31,
3008204,Clarity of Urine,Measurement,LOINC,Lab Test,S,32167-9,1970-01-01,2099-12-31,
3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,3024-7,1970-01-01,2099-12-31,
3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,3016-3,1970-01-01,2099-12-31,
3009261,Glucose [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,25428-4,1970-01-01,2099-12-31,
3009542,Hematocrit [Volume Fraction] of Blood,Measurement,LOINC,Lab Test,S,20570-8,1970-01-01,2099-12-31,
3009744,MCHC [Mass/volume] by Automated count,Measurement,LOINC,Lab Test,S,786-4,1970-01-01,2099-12-31,
3009966,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,Measurement,LOINC,Lab Test,S,18262-6,1998-08-25,2099-12-31,
3010813,Leukocytes [#/volume] in Blood,Measurement,LOINC,Lab Test,S,26464-8,1970-01-01,2099-12-31,
3011397,Hemoglobin [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5794-3,1970-01-01,2099-12-31,
3011505,FEV1/FVC,Measurement,LOINC,Clinical Observation,S,19926-5,1970-01-01,2099-12-31,
3012030,MCH [Entitic mass] by Automated count,Measurement,LOINC,Lab Test,S,785-6,1970-01-01,2099-12-31,
3012494,Peanut IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6206-7,1970-01-01,2099-12-31,
3012888,Diastolic blood pressure,Measurement,LOINC,Clinical Observation,S,8462-4,1996-09-06,2099-12-31,
3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2857-1,1970-01-01,2099-12-31,
3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,3094-0,1970-01-01,2099-12-31,
3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1920-8,1970-01-01,2099-12-31,
3014051,Protein [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,20454-5,1970-01-01,2099-12-31,
3014094,"Carbon dioxide, total [Moles/volume] in Blood",Measurement,LOINC,Lab Test,S,20565-8,1970-01-01,2099-12-31,
3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2075-0,1970-01-01,2099-12-31,
3014599,Egg white IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6106-9,1970-01-01,2099-12-31,
3014902,Physical findings of Prostate,Measurement,LOINC,Clinical Observation,S,32465-7,2002-08-09,2099-12-31,
3015076,Soybean IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6248-9,1970-01-01,2099-12-31,
3015182,Erythrocyte distribution width [Entitic volume] by Automated count,Measurement,LOINC,Lab Test,S,21000-5,1970-01-01,2099-12-31,
3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",Measurement,LOINC,Lab Test,S,2028-9,1970-01-01,2099-12-31,
3016723,Creatinine [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2160-0,1970-01-01,2099-12-31,
3018572,Chloride [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S,2069-3,1970-01-01,2099-12-31,
3018834,Bilirubin.total [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5770-3,1970-01-01,2099-12-31,
3019406,Latex IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6158-0,1970-01-01,2099-12-31,
3019550,Sodium [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2951-2,1970-01-01,2099-12-31,
3020416,Erythrocytes [#/volume] in Blood by Automated count,Measurement,LOINC,Lab Test,S,789-8,1970-01-01,2099-12-31,
3020630,Protein [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2885-2,1970-01-01,2099-12-31,
3020655,Honey bee IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6844-5,1970-01-01,2099-12-31,
3021226,Shrimp IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6246-3,1970-01-01,2099-12-31,
3021601,Nitrite [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5802-4,1970-01-01,2099-12-31,
3022192,Triglyceride [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2571-8,1970-01-01,2099-12-31,
3022621,pH of Urine by Test strip,Measurement,LOINC,Lab Test,S,5803-2,1970-01-01,2099-12-31,
3023103,Potassium [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,2823-3,1970-01-01,2099-12-31,
3023314,Hematocrit [Volume Fraction] of Blood by Automated count,Measurement,LOINC,Lab Test,S,4544-3,1970-01-01,2099-12-31,
3023430,Cat dander IgE Ab [Units/volume] in Serum,Measurement,LOINC,Lab Test,S,6833-8,1970-01-01,2099-12-31,
3023539,Ketones [Mass/volume] in Urine by Test strip,Measurement,LOINC,Lab Test,S,5797-6,1970-01-01,2099-12-31,
3023599,MCV [Entitic volume] by Automated count,Measurement,LOINC,Lab Test,S,787-2,1970-01-01,2099-12-31,
3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1975-2,1970-01-01,2099-12-31,
3024561,Albumin [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,1751-7,1970-01-01,2099-12-31,
