census_block_group,poi_name,poi_type,travel_time_minutes,state_fips,county_fips,tract,block_group,STATE,COUNTY,TRACT,BLKGRP,poi_id,avg_travel_speed_kmh,avg_travel_speed_mph,centroid,travel_distance_km,travel_distance_miles,B01003_001E,B19013_001E,poi_lat,poi_lon
200559605082,Unknown,way,15,20,20055,960508,2,20,055,960508,2,682119215,50,31,POINT (-100.83048039278368 37.963730682769445),72.62306584508359,45.125867047225434,1344.0,61103.0,37.7686375,-100.0357362
200579616001,Unknown,way,15,20,20057,961600,1,20,057,961600,1,682119215,50,31,POINT (-99.71119271975964 37.774594018408166),28.32448829752884,17.600015617923795,409.0,64063.0,37.7686375,-100.0357362
200579616002,Unknown,way,15,20,20057,961600,2,20,057,961600,2,682119215,50,31,POINT (-100.00086043655033 37.861858570176295),10.881712408732417,6.761580521126471,1533.0,72238.0,37.7686375,-100.0357362
200579617001,Unknown,way,15,20,20057,961700,1,20,057,961700,1,682119215,50,31,POINT (-99.6116604189946 37.541886075876405),44.93546592052834,27.921595394504614,811.0,59358.0,37.7686375,-100.0357362
200579617002,Unknown,way,15,20,20057,961700,2,20,057,961700,2,682119215,50,31,POINT (-99.94555183608374 37.592811194798585),21.222321128777807,13.186934902109796,1004.0,65000.0,37.7686375,-100.0357362
200579618011,Unknown,way,15,20,20057,961801,1,20,057,961801,1,682119215,50,31,POINT (-100.00872476718733 37.76163547874343),2.484186184869023,1.5436012538782498,1241.0,60069.0,37.7686375,-100.0357362
200579618012,Unknown,way,15,20,20057,961801,2,20,057,961801,2,682119215,50,31,POINT (-100.00472601860706 37.77410832489306),2.7742748920043514,1.7238539639196357,1481.0,208030.0,37.7686375,-100.0357362
200579618013,Unknown,way,15,20,20057,961801,3,20,057,961801,3,682119215,50,31,POINT (-100.01061433146671 37.76898192692996),2.1923226805132683,1.36224573631321,840.0,80417.0,37.7686375,-100.0357362
200579618014,Unknown,way,15,20,20057,961801,4,20,057,961801,4,682119215,50,31,POINT (-100.01435314489908 37.76180448520563),2.016898284253308,1.253242103784762,1063.0,119000.0,37.7686375,-100.0357362
200579618021,Unknown,way,15,20,20057,961802,1,20,057,961802,1,682119215,50,31,POINT (-100.0194760345847 37.78735926102787),2.5328338770685814,1.5738295190279816,1361.0,93304.0,37.7686375,-100.0357362
200579618022,Unknown,way,15,20,20057,961802,2,20,057,961802,2,682119215,50,31,POINT (-99.9679261222026 37.803082428569745),7.0636288510359,4.389134122797028,1904.0,114837.0,37.7686375,-100.0357362
200579618023,Unknown,way,15,20,20057,961802,3,20,057,961802,3,682119215,50,31,POINT (-99.94666795588616 37.757703535175594),7.868167070624822,4.889050840841216,1560.0,27428.0,37.7686375,-100.0357362
200579619011,Unknown,way,15,20,20057,961901,1,20,057,961901,1,682119215,50,31,POINT (-100.04768557468488 37.76128321651386),1.3291281278705962,0.8258816739430802,1127.0,100024.0,37.7686375,-100.0357362
200579619012,Unknown,way,15,20,20057,961901,2,20,057,961901,2,682119215,50,31,POINT (-100.01993729830389 37.761855844166355),1.5742307000925575,0.9781813043472125,1214.0,,37.7686375,-100.0357362
200579619013,Unknown,way,15,20,20057,961901,3,20,057,961901,3,682119215,50,31,POINT (-100.02655467536796 37.761605773030084),1.1238176152615729,0.6983076754126988,1830.0,79192.0,37.7686375,-100.0357362
200579619021,Unknown,way,15,20,20057,961902,1,20,057,961902,1,682119215,50,31,POINT (-100.06970336045259 37.79324052780006),4.047794659689788,2.515182215486103,1025.0,76875.0,37.7686375,-100.0357362
200579619022,Unknown,way,15,20,20057,961902,2,20,057,961902,2,682119215,50,31,POINT (-100.0284158149415 37.76926494347259),0.6425909398131185,0.3992873748626173,1303.0,71500.0,37.7686375,-100.0357362
200579619023,Unknown,way,15,20,20057,961902,3,20,057,961902,3,682119215,50,31,POINT (-100.02010007461165 37.77283144712176),1.4429836036876185,0.8966281648069792,801.0,45426.0,37.7686375,-100.0357362
200579620001,Unknown,way,15,20,20057,962000,1,20,057,962000,1,682119215,50,31,POINT (-100.02587237909057 37.75485640892058),1.768195255367202,1.0987052540227737,1326.0,75060.0,37.7686375,-100.0357362
200579620002,Unknown,way,15,20,20057,962000,2,20,057,962000,2,682119215,50,31,POINT (-100.0345245911046 37.755678658505545),1.456239695752204,0.9048651159892427,765.0,57685.0,37.7686375,-100.0357362
200579620003,Unknown,way,15,20,20057,962000,3,20,057,962000,3,682119215,50,31,POINT (-100.07114014811012 37.74702528456375),3.9259207744713,2.439453317554006,1381.0,80139.0,37.7686375,-100.0357362
200579620004,Unknown,way,15,20,20057,962000,4,20,057,962000,4,682119215,50,31,POINT (-100.06966107906007 37.7148099299902),6.720390518841593,4.175855777083119,1656.0,112608.0,37.7686375,-100.0357362
200579620005,Unknown,way,15,20,20057,962000,5,20,057,962000,5,682119215,50,31,POINT (-100.02539812091528 37.72873125274757),4.562689234961907,2.835122772617515,590.0,,37.7686375,-100.0357362
200579621011,Unknown,way,15,20,20057,962101,1,20,057,962101,1,682119215,50,31,POINT (-100.01595232882602 37.75471610533972),2.3269893241708606,1.4459236833493718,1274.0,55897.0,37.7686375,-100.0357362
200579621012,Unknown,way,15,20,20057,962101,2,20,057,962101,2,682119215,50,31,POINT (-99.99407800746265 37.751508887167326),4.111031506852421,2.554475758444396,740.0,29904.0,37.7686375,-100.0357362
200579621013,Unknown,way,15,20,20057,962101,3,20,057,962101,3,682119215,50,31,POINT (-100.00859517493615 37.74408489853088),3.6307646840914143,2.256051882518566,1968.0,47014.0,37.7686375,-100.0357362
200579621021,Unknown,way,15,20,20057,962102,1,20,057,962102,1,682119215,50,31,POINT (-100.0131128492404 37.71369657330144),6.466513208708898,4.018103779008657,1357.0,76830.0,37.7686375,-100.0357362
200579621022,Unknown,way,15,20,20057,962102,2,20,057,962102,2,682119215,50,31,POINT (-99.95635048837129 37.71500411105294),9.17319337421727,5.699956340130759,2569.0,73558.0,37.7686375,-100.0357362
200699626001,Unknown,way,15,20,20069,962600,1,20,069,962600,1,682119215,50,31,POINT (-100.43137247362152 37.91600372874094),38.23768815479845,23.759790526435268,834.0,79219.0,37.7686375,-100.0357362
200699626002,Unknown,way,15,20,20069,962600,2,20,069,962600,2,682119215,50,31,POINT (-100.38519769643601 37.81567078723118),30.934708747511625,19.221930909150046,796.0,89722.0,37.7686375,-100.0357362
200699626003,Unknown,way,15,20,20069,962600,3,20,069,962600,3,682119215,50,31,POINT (-100.30717940851781 37.81172113179899),24.165011022511354,15.015437064068903,1247.0,94076.0,37.7686375,-100.0357362
200699627001,Unknown,way,15,20,20069,962700,1,20,069,962700,1,682119215,50,31,POINT (-100.39802306444906 37.54565376192488),40.333746941871496,25.062220671017634,965.0,62344.0,37.7686375,-100.0357362
200699627002,Unknown,way,15,20,20069,962700,2,20,069,962700,2,682119215,50,31,POINT (-100.4338552090692 37.620485232362206),38.53328691698854,23.943467024896083,854.0,61250.0,37.7686375,-100.0357362
200699627003,Unknown,way,15,20,20069,962700,3,20,069,962700,3,682119215,50,31,POINT (-100.47213824083707 37.71562378722202),38.55211748340114,23.95516779277845,1000.0,73092.0,37.7686375,-100.0357362
200814631001,Unknown,way,15,20,20081,463100,1,20,081,463100,1,682119215,50,31,POINT (-100.76648011033117 37.62067518140628),65.94317324980338,40.97517550540358,725.0,69750.0,37.7686375,-100.0357362
200814631002,Unknown,way,15,20,20081,463100,2,20,081,463100,2,682119215,50,31,POINT (-100.92216190647989 37.53668464415162),81.71078385962096,50.772711477636534,885.0,71083.0,37.7686375,-100.0357362
200814631004,Unknown,way,15,20,20081,463100,4,20,081,463100,4,682119215,50,31,POINT (-100.84029829456077 37.47221044310449),77.7922305390843,48.33783608230135,1231.0,69408.0,37.7686375,-100.0357362
200834611001,Unknown,way,15,20,20083,461100,1,20,083,461100,1,682119215,50,31,POINT (-99.7342468096249 38.08733794553588),44.32805375935888,27.544167092506587,857.0,70250.0,37.7686375,-100.0357362
200834611002,Unknown,way,15,20,20083,461100,2,20,083,461100,2,682119215,50,31,POINT (-100.06252446007578 38.087432158817876),35.806923340812716,22.24938376320414,819.0,60278.0,37.7686375,-100.0357362
200979691001,Unknown,way,15,20,20097,969100,1,20,097,969100,1,682119215,50,31,POINT (-99.29342283075083 37.555288408648785),69.13002909535841,42.95539530901195,884.0,74651.0,37.7686375,-100.0357362
200979691003,Unknown,way,15,20,20097,969100,3,20,097,969100,3,682119215,50,31,POINT (-99.29615081467965 37.60555212629387),67.13871957937322,41.71805332375472,881.0,57262.0,37.7686375,-100.0357362
201199666001,Unknown,way,15,20,20119,966600,1,20,119,966600,1,682119215,50,31,POINT (-100.39551606363436 37.18962845625867),72.13702059233462,44.823852622479556,596.0,94886.0,37.7686375,-100.0357362
201199666002,Unknown,way,15,20,20119,966600,2,20,119,966600,2,682119215,50,31,POINT (-100.58967550694145 37.26456689740826),74.45335856387656,46.26315786419455,1332.0,76125.0,37.7686375,-100.0357362
201199666003,Unknown,way,15,20,20119,966600,3,20,119,966600,3,682119215,50,31,POINT (-100.25463789495791 37.386670372128336),46.89579272293458,29.139685620042584,676.0,56615.0,37.7686375,-100.0357362
201199667001,Unknown,way,15,20,20119,966700,1,20,119,966700,1,682119215,50,31,POINT (-100.36301672447914 37.30101821975263),59.72496191779347,37.111359311821246,1345.0,73317.0,37.7686375,-100.0357362
201359563003,Unknown,way,15,20,20135,956300,3,20,135,956300,3,682119215,50,31,POINT (-99.75973870395416 38.46581982654338),81.73594757767813,50.78834748228944,866.0,83750.0,37.7686375,-100.0357362
201359563004,Unknown,way,15,20,20135,956300,4,20,135,956300,4,682119215,50,31,POINT (-100.09552729150111 38.49591518156667),81.68118992108145,50.7543226624523,563.0,64063.0,37.7686375,-100.0357362
201459703001,Unknown,way,15,20,20145,970300,1,20,145,970300,1,682119215,50,31,POINT (-99.43232876570157 38.207176575926376),71.91328915379803,44.684832394784635,721.0,55000.0,37.7686375,-100.0357362
201459703002,Unknown,way,15,20,20145,970300,2,20,145,970300,2,682119215,50,31,POINT (-99.12437896149011 38.164268634530266),90.8615962745931,56.45876093874019,895.0,102784.0,37.7686375,-100.0357362
201759656001,Unknown,way,15,20,20175,965600,1,20,175,965600,1,682119215,50,31,POINT (-100.7860725440276 37.27244298910481),86.06605539947562,53.478950909627564,963.0,63173.0,37.7686375,-100.0357362
