text,category,value
Sample text 101,B,0.07210745010076236
Sample text 102,A,0.8298522574075083
Sample text 103,A,0.6988440642607965
Sample text 104,A,0.15337659741873577
Sample text 105,C,0.8896675314911762
Sample text 106,C,0.7393042246862535
Sample text 107,B,0.20523151317929855
Sample text 108,B,0.551241974828086
Sample text 109,B,0.9518490549300781
Sample text 110,A,0.7481353360385129
Sample text 111,A,0.13356154143082144
Sample text 112,C,0.1949191852022215
Sample text 113,A,0.16833077365947113
Sample text 114,B,0.570005463149275
Sample text 115,B,0.210687140875346
Sample text 116,B,0.24442704512046987
Sample text 117,C,0.459425119683188
Sample text 118,B,0.23234951302546658
Sample text 119,A,0.675368295507623
Sample text 120,A,0.4460344082929668
Sample text 121,A,0.27464819658717776
Sample text 122,C,0.2346399706956177
Sample text 123,B,0.19120930185400564
Sample text 124,A,0.020554443915381526
Sample text 125,A,0.17546635743806704
Sample text 126,C,0.9210468175319263
Sample text 127,C,0.8429719005256737
Sample text 128,A,0.07086532694778491
Sample text 129,A,0.12251558433969767
Sample text 130,B,0.48065336606973696
Sample text 131,C,0.958468685393387
Sample text 132,B,0.36146994947144573
Sample text 133,C,0.5834922027445761
Sample text 134,B,0.6497518797804085
Sample text 135,C,0.8266727701788061
Sample text 136,B,0.718220924159575
Sample text 137,A,0.47042309961546536
Sample text 138,B,0.3758710971960184
Sample text 139,B,0.6257988721257934
Sample text 140,C,0.7524224813557595
Sample text 141,B,0.09508050533410395
Sample text 142,A,0.3220371121734439
Sample text 143,B,0.3597930306342457
Sample text 144,C,0.6491825174888467
Sample text 145,C,0.3588752218132778
Sample text 146,B,0.7510562738166162
Sample text 147,B,0.9702090943897181
Sample text 148,A,0.9486926938973276
Sample text 149,C,0.5789836325002137
Sample text 150,B,0.03346195897737292
Sample text 151,B,0.465114285115786
Sample text 152,B,0.012327334243404153
Sample text 153,C,0.2663562212002555
Sample text 154,A,0.7750515450226142
Sample text 155,A,0.1284050676307833
Sample text 156,B,0.22181842932924167
Sample text 157,B,0.7505163408660562
Sample text 158,C,0.982935040173474
Sample text 159,C,0.6354640047221857
Sample text 160,C,0.26396135363327367
Sample text 161,A,0.7080045205684922
Sample text 162,A,0.7569111924171935
Sample text 163,B,0.032478792311592675
Sample text 164,B,0.05568622565359893
Sample text 165,C,0.42721958547936323
Sample text 166,A,0.3807442068201212
Sample text 167,B,0.5445992793700037
Sample text 168,C,0.2963467202783099
Sample text 169,C,0.4025020429684091
Sample text 170,B,0.7281597865539534
Sample text 171,B,0.09169331075661946
Sample text 172,C,0.5731092313014452
Sample text 173,B,0.4171935193275784
Sample text 174,C,0.28000461714032887
Sample text 175,B,0.9638501807698184
Sample text 176,B,0.3236545905599787
Sample text 177,C,0.12722199520112476
Sample text 178,C,0.9191982537421983
Sample text 179,B,0.41385315628591035
Sample text 180,B,0.2286189578663036
Sample text 181,C,0.798901366476795
Sample text 182,B,0.3352849211232629
Sample text 183,B,0.15263403840529
Sample text 184,B,0.024033614318989427
Sample text 185,A,0.6392938864342345
Sample text 186,A,0.23898809150217504
Sample text 187,C,0.1378231997001127
Sample text 188,B,0.4716974800226781
Sample text 189,C,0.5236144076103117
Sample text 190,C,0.494141271757117
Sample text 191,B,0.7535862814539445
Sample text 192,B,0.24239335271679385
Sample text 193,B,0.8293949139399186
Sample text 194,C,0.22540273866848048
Sample text 195,C,0.1261117894782271
Sample text 196,B,0.34983767942201727
Sample text 197,B,0.7286991377777878
Sample text 198,A,0.2976472298321121
Sample text 199,B,0.9654148489882411
Sample text 200,B,0.04984159590291892
Sample text 201,C,0.6226898614102659
Sample text 202,A,0.6183186127009668
Sample text 203,C,0.5896664262526927
Sample text 204,C,0.4638851473432486
Sample text 205,C,0.7633544801338027
Sample text 206,C,0.9032635534084948
Sample text 207,C,0.4512822296801363
Sample text 208,A,0.4459914489805178
Sample text 209,A,0.20501726963696354
Sample text 210,C,0.8580123339509249
Sample text 211,B,0.6805909034873406
Sample text 212,B,0.42951756580387257
Sample text 213,B,0.3706129302921004
Sample text 214,C,0.5977740880602685
Sample text 215,A,0.030813635087892588
Sample text 216,A,0.9188466444548958
Sample text 217,B,0.6297751052417072
Sample text 218,B,0.8354283543287189
Sample text 219,A,0.22423355159317526
Sample text 220,C,0.8681101845343986
Sample text 221,A,0.6018359393103878
Sample text 222,C,0.5489248113926053
Sample text 223,C,0.9054574346015668
Sample text 224,C,0.8859226077723386
Sample text 225,C,0.1473603793315783
Sample text 226,C,0.4881542561708885
Sample text 227,C,0.48332303164976154
Sample text 228,B,0.23167411453730524
Sample text 229,C,0.406790962080663
Sample text 230,C,0.8630179598018717
Sample text 231,C,0.8782581539177271
Sample text 232,A,0.1564260981458917
Sample text 233,C,0.22906739426360923
Sample text 234,B,0.49215824636026184
Sample text 235,C,0.37778416478603594
Sample text 236,C,0.32460737482245916
Sample text 237,C,0.5792552508189732
Sample text 238,A,0.07648083077490297
Sample text 239,C,0.7209523487846349
Sample text 240,B,0.9241879592760753
Sample text 241,B,0.044400844335547696
Sample text 242,C,0.18401191653864257
Sample text 243,C,0.6814716619525695
Sample text 244,B,0.7270300407528857
Sample text 245,C,0.7990864489656336
Sample text 246,A,0.7285160549467244
Sample text 247,C,0.36650599671219997
Sample text 248,C,0.12999199308705733
Sample text 249,B,0.3782198303071568
Sample text 250,B,0.4552611148671988
Sample text 251,C,0.9464587246018248
Sample text 252,C,0.8352763391617445
Sample text 253,A,0.35796089113710905
Sample text 254,B,0.8273439089144523
Sample text 255,A,0.8156504424514334
Sample text 256,B,0.5414554793800527
Sample text 257,C,0.7806426760550836
Sample text 258,B,0.9462643125269589
Sample text 259,A,0.9944792224055169
Sample text 260,C,0.8087683048591152
Sample text 261,C,0.3977884356715057
Sample text 262,C,0.10832909586227091
Sample text 263,C,0.5096215517642416
Sample text 264,C,0.21096657723591494
Sample text 265,B,0.1835784639626281
Sample text 266,A,0.19455824077526895
Sample text 267,A,0.9423951854242731
Sample text 268,B,0.1978272843839255
Sample text 269,C,0.816968922159343
Sample text 270,C,0.7633392586043415
Sample text 271,A,0.831753801264011
Sample text 272,C,0.10556197405548162
Sample text 273,C,0.15008816117738233
Sample text 274,B,0.6395610195592882
Sample text 275,B,0.4522885604460273
Sample text 276,B,0.9371975421266872
Sample text 277,C,0.20453045125021074
Sample text 278,A,0.591752787835934
Sample text 279,A,0.870589416228614
Sample text 280,A,0.04345286333395593
Sample text 281,A,0.4557139688815872
Sample text 282,B,0.09429098459993612
Sample text 283,A,0.4088309240543082
Sample text 284,C,0.835729846903701
Sample text 285,A,0.6271634020805434
Sample text 286,A,0.6265710756498316
Sample text 287,B,0.700830696883232
Sample text 288,A,0.058696028270237344
Sample text 289,B,0.4939090757328576
Sample text 290,B,0.907289266605844
Sample text 291,B,0.3118768086218259
Sample text 292,C,0.7427349425364652
Sample text 293,A,0.7733068317610436
Sample text 294,B,0.5868859003520601
Sample text 295,C,0.12900784365030393
Sample text 296,A,0.054861487292236166
Sample text 297,B,0.5204566572235255
Sample text 298,C,0.4210036179155793
Sample text 299,C,0.7911928343964786
Sample text 300,B,0.1118575614746169
Sample text 301,B,0.36103637825638546
Sample text 302,C,0.9648293993196403
Sample text 303,B,0.9711236932243305
Sample text 304,B,0.6295268741340074
Sample text 305,C,0.11984023088574314
Sample text 306,C,0.21763036515484724
Sample text 307,A,0.607974546059794
Sample text 308,C,0.2672374042801594
Sample text 309,B,0.5822190164027589
Sample text 310,C,0.7424251455399763
Sample text 311,A,0.036933348121516274
Sample text 312,A,0.8971916642403733
Sample text 313,C,0.6675574020136857
Sample text 314,B,0.7005195417633879
Sample text 315,B,0.017229178456293126
Sample text 316,A,0.8716535796392143
Sample text 317,B,0.3944723756445778
Sample text 318,C,0.2794040385717821
Sample text 319,C,0.6510974937520212
Sample text 320,A,0.007672748802287188
Sample text 321,B,0.20272167582344702
Sample text 322,A,0.4561273022431599
Sample text 323,A,0.626249938969222
Sample text 324,B,0.8896466168045745
Sample text 325,A,0.9946962910765277
Sample text 326,B,0.13425844066179915
Sample text 327,C,0.30749523007526225
Sample text 328,A,0.34393849708617674
Sample text 329,C,0.5892166176057979
Sample text 330,A,0.07445857463710026
Sample text 331,B,0.811342828922482
Sample text 332,C,0.7197126724426672
Sample text 333,C,0.9585661185723647
Sample text 334,B,0.27384147879334986
Sample text 335,A,0.7867297045300738
Sample text 336,B,0.6931059933902508
Sample text 337,A,0.15044627593495585
Sample text 338,A,0.25809235283676024
Sample text 339,A,0.9637849441454724
Sample text 340,A,0.8821025066696812
Sample text 341,C,0.7771559474928565
Sample text 342,B,0.08835377852073634
Sample text 343,A,0.8583195857201124
Sample text 344,A,0.9257863784976864
Sample text 345,A,0.21119449996286532
Sample text 346,C,0.31968438485802086
Sample text 347,C,0.4890926680575881
Sample text 348,C,0.98718561879449
Sample text 349,C,0.5335693095573499
Sample text 350,C,0.8070562848127264
Sample text 351,B,0.4900577485218718
Sample text 352,B,0.5069233858324627
Sample text 353,C,0.23865098317398947
Sample text 354,B,0.8315393186902733
Sample text 355,B,0.6935814495248236
Sample text 356,A,0.8725369579356549
Sample text 357,C,0.7846327455641379
Sample text 358,A,0.3936648524846007
Sample text 359,A,0.35890210646085674
Sample text 360,A,0.14279903598141763
Sample text 361,A,0.14458501317860417
Sample text 362,C,0.15294443382819634
Sample text 363,B,0.3325223125370226
Sample text 364,B,0.6854732284849788
Sample text 365,B,0.7298760002331988
Sample text 366,C,0.6777063906521057
Sample text 367,B,0.9551500843541548
Sample text 368,A,0.8198426154523014
Sample text 369,C,0.55653463089769
Sample text 370,C,0.5442002666796387
Sample text 371,C,0.4098439704608743
Sample text 372,A,0.4500633249044006
Sample text 373,C,0.19615577629693493
Sample text 374,B,0.8209630076594512
Sample text 375,A,0.739479308250217
Sample text 376,A,0.9254183222187212
Sample text 377,B,0.6360232444035323
Sample text 378,B,0.6106590056001991
Sample text 379,C,0.688125971043077
Sample text 380,A,0.9257205374075732
Sample text 381,A,0.3943377508389674
Sample text 382,A,0.28985162743822857
Sample text 383,B,0.7803959238251509
Sample text 384,B,0.02551733451510252
Sample text 385,A,0.5092974789908308
Sample text 386,C,0.5411887816568157
Sample text 387,A,0.015824301880955738
Sample text 388,B,0.935527478066379
Sample text 389,C,0.4625198542324782
Sample text 390,A,0.25446740076505947
Sample text 391,B,0.057579558841260536
Sample text 392,B,0.3876269115555466
Sample text 393,B,0.39198300830934985
Sample text 394,B,0.6163485363022059
Sample text 395,C,0.9671723514799865
Sample text 396,C,0.4517625594218877
Sample text 397,A,0.2728415212910422
Sample text 398,B,0.6255196025358657
Sample text 399,A,0.4140685274993049
Sample text 400,C,0.4566861526651135
Sample text 401,B,0.8686827092251943
Sample text 402,B,0.13964458301130456
Sample text 403,A,0.4569817986601191
Sample text 404,A,0.37282177452871257
Sample text 405,C,0.5404493730197792
Sample text 406,C,0.05727372083400528
Sample text 407,A,0.6219674520935492
Sample text 408,B,0.5320506653397722
Sample text 409,A,0.6454811782961991
Sample text 410,B,0.06125339725415757
Sample text 411,C,0.6831241886640165
Sample text 412,A,0.7115221210598773
Sample text 413,A,0.34773868067492586
Sample text 414,C,0.7825068416859855
Sample text 415,C,0.9067153207026565
Sample text 416,B,0.39765494068056506
Sample text 417,B,0.005181274178692741
Sample text 418,A,0.11374247030267115
Sample text 419,A,0.9952107550812586
Sample text 420,B,0.5506080652217406
Sample text 421,B,0.9849332163414363
Sample text 422,C,0.907558526510142
Sample text 423,A,0.5162884453797234
Sample text 424,A,0.8724880793623531
Sample text 425,B,0.8152056729627817
Sample text 426,B,0.604983409877063
Sample text 427,A,0.606100366307797
Sample text 428,A,0.12574122850494707
Sample text 429,C,0.0063534609668751685
Sample text 430,C,0.171120181025613
Sample text 431,A,0.9617959692343228
Sample text 432,C,0.6734692477312462
Sample text 433,A,0.09307343532127588
Sample text 434,B,0.8527174144606453
Sample text 435,B,0.0986441241441165
Sample text 436,C,0.9774311256859199
Sample text 437,C,0.20380744111097526
Sample text 438,A,0.7032195161978214
Sample text 439,B,0.4549662389358471
Sample text 440,A,0.8507161748841278
Sample text 441,A,0.49191645280163976
Sample text 442,C,0.3133378220366838
Sample text 443,C,0.8878149342143395
Sample text 444,B,0.2290565396573827
Sample text 445,A,0.7348460966633042
Sample text 446,B,0.4442365852161757
Sample text 447,A,0.6071392549529423
Sample text 448,B,0.009331983059330251
Sample text 449,A,0.562962759759649
Sample text 450,B,0.9361234663922774
Sample text 451,C,0.4885821383913922
Sample text 452,B,0.5553420678056421
Sample text 453,A,0.056826063929647175
Sample text 454,C,0.8542112784026392
Sample text 455,A,0.07899503420834175
Sample text 456,B,0.5591815145004112
Sample text 457,A,0.2452695607546167
Sample text 458,B,0.028197045543773225
Sample text 459,C,0.9959487274094293
Sample text 460,C,0.8412517374002688
Sample text 461,B,0.22081896807144985
Sample text 462,A,0.11186109972068048
Sample text 463,A,0.46999659783806125
Sample text 464,C,0.05996027328039899
Sample text 465,A,0.38147949601855824
Sample text 466,B,0.4313211476354606
Sample text 467,B,0.039474411521495445
Sample text 468,C,0.794474794173249
Sample text 469,C,0.5062865156087625
Sample text 470,C,0.2533248666345902
Sample text 471,B,0.9982360372141197
Sample text 472,B,0.12741347907780587
Sample text 473,A,0.5305359579502693
Sample text 474,A,0.9827054535993184
Sample text 475,C,0.7049784597191808
Sample text 476,C,0.07303554303749082
Sample text 477,B,0.9869889814500961
Sample text 478,C,0.001337422838574187
Sample text 479,B,0.8717426732428741
Sample text 480,A,0.8703400351680235
Sample text 481,B,0.20155632896879527
Sample text 482,B,0.6547816521111781
Sample text 483,B,0.8742215268839195
Sample text 484,B,0.8546524853824857
Sample text 485,B,0.07501956861829939
Sample text 486,B,0.14379825805410373
Sample text 487,B,0.16531524166454648
Sample text 488,B,0.04934857446706231
Sample text 489,B,0.6582873812057165
Sample text 490,C,0.5027165888345984
Sample text 491,A,0.7398558200143308
Sample text 492,C,0.0564650722999438
Sample text 493,B,0.5479012449350926
Sample text 494,A,0.4243712613980034
Sample text 495,A,0.4869331017486077
Sample text 496,C,0.5385466506620542
Sample text 497,C,0.36192691344285377
Sample text 498,B,0.13374640023018602
Sample text 499,A,0.40684215537781965
Sample text 500,A,0.544478023631237
Sample text 501,C,0.9173166210078961
Sample text 502,A,0.4803068658839815
Sample text 503,B,0.3161050977422959
Sample text 504,A,0.6073427153821833
Sample text 505,A,0.23914395555988122
Sample text 506,A,0.8963118708484911
Sample text 507,C,0.0748963473958566
Sample text 508,A,0.8773869679585647
Sample text 509,B,0.8792393415103475
Sample text 510,A,0.8213968538316951
Sample text 511,B,0.09161358453469637
Sample text 512,C,0.4943318811258064
Sample text 513,C,0.02379295428830408
Sample text 514,A,0.393199551915572
Sample text 515,C,0.16917266229961814
Sample text 516,B,0.6224651766479239
Sample text 517,C,0.006434885993136907
Sample text 518,A,0.37396722812886674
Sample text 519,C,0.08640129586813883
Sample text 520,B,0.4806639055684021
Sample text 521,C,0.6261374798025553
Sample text 522,A,0.5003438958222317
Sample text 523,C,0.8422921742565569
Sample text 524,A,0.7920100811580807
Sample text 525,B,0.6421759265864889
Sample text 526,B,0.06070350438302363
Sample text 527,C,0.9329554569309713
Sample text 528,C,0.6664692070342844
Sample text 529,B,0.3518995031689601
Sample text 530,A,0.6743115372305444
Sample text 531,C,0.9613124368734715
Sample text 532,B,0.8727192469719649
Sample text 533,A,0.17681011889850418
Sample text 534,A,0.29622394440458333
Sample text 535,A,0.014507905565903423
Sample text 536,A,0.9506652747591368
Sample text 537,B,0.07889099265815824
Sample text 538,B,0.7624330674929196
Sample text 539,B,0.596698388228742
Sample text 540,B,0.4947014994857647
Sample text 541,B,0.28876405628481006
Sample text 542,B,0.9529140875400094
Sample text 543,B,0.6009825259437027
Sample text 544,C,0.5972822657714648
Sample text 545,C,0.22641450385177986
Sample text 546,B,0.5176254561278711
Sample text 547,C,0.1007190585555745
Sample text 548,B,0.7180171802244856
Sample text 549,A,0.3701557874594087
Sample text 550,A,0.2329984019138508
Sample text 551,B,0.8174593136054471
Sample text 552,C,0.3421427478651444
Sample text 553,B,0.22120803683437895
Sample text 554,C,0.3791782094735614
Sample text 555,B,0.43987233107785817
Sample text 556,A,0.5949594958584072
Sample text 557,B,0.6031737748512359
Sample text 558,B,0.824819415471895
Sample text 559,B,0.4242746512317642
Sample text 560,B,0.07417148338268753
Sample text 561,B,0.24141531261763005
Sample text 562,A,0.44297254969647104
Sample text 563,A,0.5975813658091468
Sample text 564,C,0.7864716984185303
Sample text 565,B,0.5874297108121054
Sample text 566,A,0.46935129789373276
Sample text 567,C,0.4543988450987255
Sample text 568,B,0.38423023731758466
Sample text 569,A,0.46590174983309096
Sample text 570,A,0.15396998918931948
Sample text 571,B,0.5673785703014845
Sample text 572,A,0.40048483964759607
Sample text 573,C,0.5939931313439484
Sample text 574,C,0.17833128450912694
Sample text 575,C,0.08602024112783824
Sample text 576,A,0.8275986584706994
Sample text 577,C,0.5912019034352012
Sample text 578,B,0.5505178880490277
Sample text 579,C,0.8379120224462808
Sample text 580,C,0.9523516783736258
Sample text 581,A,0.3556246857345827
Sample text 582,C,0.18771921958352833
Sample text 583,B,0.5646190413439173
Sample text 584,B,0.2766638534668241
Sample text 585,A,0.43700380169714004
Sample text 586,C,0.13272289665161996
Sample text 587,A,0.8480169675010829
Sample text 588,C,0.8130318366577634
Sample text 589,C,0.34517317675323445
Sample text 590,B,0.42050068048926115
Sample text 591,C,0.8320649999085933
Sample text 592,B,0.04710121094805497
Sample text 593,C,0.9303797573240783
Sample text 594,C,0.46849253689893977
Sample text 595,A,0.17929858616633365
Sample text 596,C,0.9063549922515818
Sample text 597,C,0.8930951560843247
Sample text 598,C,0.6164307184850653
Sample text 599,B,0.5267840599023562
Sample text 600,C,0.867639230715714
Sample text 601,C,0.7445382000036018
Sample text 602,C,0.46701861725617333
Sample text 603,B,0.039323986771436226
Sample text 604,B,0.47136653252934424
Sample text 605,A,0.6423975675466765
Sample text 606,C,0.1687886739714678
Sample text 607,B,0.2583600179237805
Sample text 608,C,0.9429776513854634
Sample text 609,B,0.6581269053724871
Sample text 610,A,0.426937455529413
Sample text 611,C,0.9701818882541607
Sample text 612,A,0.2917364260494606
Sample text 613,B,0.8673148451095244
Sample text 614,B,0.7327231402479101
Sample text 615,C,0.17886789956614668
Sample text 616,B,0.03970462325203383
Sample text 617,C,0.01587143022432369
Sample text 618,C,0.7088402036640166
Sample text 619,B,0.9140054170504406
Sample text 620,C,0.9221776432071728
Sample text 621,C,0.5220596313454828
Sample text 622,A,0.38828067488123275
Sample text 623,C,0.17758220143985948
Sample text 624,A,0.1972731453807196
Sample text 625,B,0.5198960463087141
Sample text 626,A,0.4995409004500482
Sample text 627,A,0.17039769709634045
Sample text 628,B,0.15005515453078289
Sample text 629,A,0.46111203905073517
Sample text 630,A,0.46848373993478676
Sample text 631,B,0.43783543244063383
Sample text 632,B,0.535975911251179
Sample text 633,B,0.12130691047251096
Sample text 634,B,0.44924886888559
Sample text 635,A,0.2341439382513263
Sample text 636,A,0.35736742721676984
Sample text 637,C,0.06945423477194368
Sample text 638,B,0.8555165848299007
Sample text 639,A,0.4420103339071608
Sample text 640,B,0.8482193695227958
Sample text 641,A,0.2743677125239524
Sample text 642,C,0.08541177234540898
Sample text 643,A,0.9926218642633811
Sample text 644,C,0.17330464983835425
Sample text 645,B,0.8276364046950464
Sample text 646,B,0.4587610073561942
Sample text 647,B,0.07150546853708761
Sample text 648,C,0.49499597509734095
Sample text 649,B,0.12991847053293093
Sample text 650,C,0.7919717231901829
Sample text 651,A,0.7686797432700418
Sample text 652,B,0.4683382138428842
Sample text 653,B,0.4542402151422884
Sample text 654,B,0.24383228295179216
Sample text 655,A,0.6454958062021775
Sample text 656,C,0.7987719406882682
Sample text 657,A,0.8934818377170234
Sample text 658,A,0.013334106411343694
Sample text 659,B,0.527920663932179
Sample text 660,C,0.10157994759435851
Sample text 661,C,0.03135364558289444
Sample text 662,A,0.46520516891517616
Sample text 663,B,0.6979809237068845
Sample text 664,C,0.14101947439665208
Sample text 665,B,0.1623127810233762
Sample text 666,C,0.8416395291030665
Sample text 667,B,0.3024062679296915
Sample text 668,B,0.2747833608448008
Sample text 669,C,0.7355242194227782
Sample text 670,A,0.5048635079557736
Sample text 671,C,0.8713888763727482
Sample text 672,A,0.6321823031410843
Sample text 673,A,0.32541509778664957
Sample text 674,C,0.04677911016622349
Sample text 675,B,0.4145588929497489
Sample text 676,A,0.4568502822872733
Sample text 677,A,0.9385564126009263
Sample text 678,A,0.3425822936290378
Sample text 679,B,0.7434300025032529
Sample text 680,B,0.8121052670374229
Sample text 681,A,0.9111200794403782
Sample text 682,A,0.18088805460665613
Sample text 683,C,0.7589758306539498
Sample text 684,B,0.0016288072621990501
Sample text 685,B,0.8322331863016827
Sample text 686,B,0.8557713157510853
Sample text 687,A,0.31951458224921603
Sample text 688,A,0.2042642066527499
Sample text 689,C,0.14392996515197565
Sample text 690,A,0.575979743366101
Sample text 691,A,0.9756893000263035
Sample text 692,A,0.6794356800019291
Sample text 693,A,0.1804166259555312
Sample text 694,A,0.1848106423853374
Sample text 695,C,0.14999669537125737
Sample text 696,B,0.17301712699453475
Sample text 697,C,0.6821624164715107
Sample text 698,C,0.9572468658928771
Sample text 699,C,0.847016351769524
Sample text 700,C,0.7834354723639008
Sample text 701,B,0.4368788841507715
Sample text 702,A,0.1764526011094143
Sample text 703,B,0.7088425286457107
Sample text 704,B,0.5534904151399397
Sample text 705,A,0.5756673395396934
Sample text 706,B,0.16672702646427862
Sample text 707,A,0.12048209378253827
Sample text 708,A,0.8877847172158304
Sample text 709,C,0.27521868494883395
Sample text 710,C,0.6846021357203605
Sample text 711,A,0.09387810562938526
Sample text 712,A,0.08545089546481655
Sample text 713,B,0.15764778324283346
Sample text 714,B,0.18664949254500995
Sample text 715,A,0.6954231981902513
Sample text 716,C,0.6023031540272602
Sample text 717,C,0.5891780918669601
Sample text 718,C,0.2879755012207974
Sample text 719,B,0.8608451213662257
Sample text 720,C,0.5412826332536739
Sample text 721,B,0.6110852561576974
Sample text 722,B,0.16007209654978638
Sample text 723,C,0.6734140259426006
Sample text 724,C,0.5391560857223601
Sample text 725,A,0.7423952394927853
Sample text 726,B,0.5374281152759913
Sample text 727,C,0.6161664043311589
Sample text 728,C,0.849126719994642
Sample text 729,A,0.27343194103979274
Sample text 730,C,0.6725715629930594
Sample text 731,B,0.701824326343934
Sample text 732,C,0.33772773533121936
Sample text 733,B,0.6979029884767343
Sample text 734,C,0.738004667141397
Sample text 735,B,0.7554083752199032
Sample text 736,C,0.9270283313048681
Sample text 737,B,0.4674121668072082
Sample text 738,C,0.7289873239009799
Sample text 739,B,0.2539859084252971
Sample text 740,C,0.19542212665309966
Sample text 741,C,0.5451144779245073
Sample text 742,A,0.8923018392118731
Sample text 743,A,0.16324314734271161
Sample text 744,B,0.2289452181705467
Sample text 745,B,0.7833055229284209
Sample text 746,B,0.1494962220141387
Sample text 747,C,0.5981749861902129
Sample text 748,C,0.8187493488603149
Sample text 749,A,0.5826069986008527
Sample text 750,C,0.006904814761558464
Sample text 751,B,0.3324176165133309
Sample text 752,B,0.8085004402134847
Sample text 753,A,0.4066696287285706
Sample text 754,C,0.051503211482090805
Sample text 755,A,0.07386109154758502
Sample text 756,A,0.7390872952615736
Sample text 757,A,0.3063211246805255
Sample text 758,C,0.32069419093223883
Sample text 759,A,0.34186109445610613
Sample text 760,B,0.28267742901466886
Sample text 761,A,0.5963230423690494
Sample text 762,A,0.374325534303688
Sample text 763,C,0.6230568649515189
Sample text 764,B,0.27722776753661127
Sample text 765,B,0.5690704349382582
Sample text 766,B,0.9477415198185762
Sample text 767,C,0.6639754543790244
Sample text 768,A,0.24080273470012292
Sample text 769,B,0.7702860689606434
Sample text 770,A,0.22764840120423158
Sample text 771,B,0.7602923281712434
Sample text 772,B,0.6194289389094998
Sample text 773,C,0.15701372804532565
Sample text 774,C,0.594577632096417
Sample text 775,B,0.9216818692575345
Sample text 776,A,0.34207741716464524
Sample text 777,B,0.9991459346493841
Sample text 778,C,0.8576175462113557
