text,category,value
Sample text 184,B,0.755850367434041
Sample text 185,C,0.7926566731317698
Sample text 186,A,0.4887385843470562
Sample text 187,B,0.9089191518218228
Sample text 188,B,0.053708869077924715
Sample text 189,C,0.650361357058256
Sample text 190,B,0.8703948609104605
Sample text 191,B,0.5751164796182787
Sample text 192,B,0.2358765806596762
Sample text 193,B,0.6473017069642564
Sample text 194,C,0.11276763593420547
Sample text 195,A,0.5451921552436827
Sample text 196,C,0.737402508081923
Sample text 197,A,0.8769755528635468
Sample text 198,A,0.2194969745705574
Sample text 199,A,0.6238230730195429
Sample text 200,C,0.6710091249702016
Sample text 201,A,0.5933119079639807
Sample text 202,C,0.9692930578197763
Sample text 203,C,0.26555131773355933
Sample text 204,C,0.5118694392669761
Sample text 205,A,0.4397726165134195
Sample text 206,C,0.7076139734459523
Sample text 207,C,0.6303657078317096
Sample text 208,A,0.25470476729022407
Sample text 209,C,0.28676607297775525
Sample text 210,C,0.20969675929953202
Sample text 211,C,0.9783527262940093
Sample text 212,B,0.5994555670496152
Sample text 213,B,0.44322416121497166
Sample text 214,C,0.5854357874112817
Sample text 215,B,0.7924285649901672
Sample text 216,B,0.027634937556948125
Sample text 217,B,0.2954950727049507
Sample text 218,B,0.6383428946441547
Sample text 219,A,0.07510001388070808
Sample text 220,B,0.28617162939440155
Sample text 221,A,0.4776683177538922
Sample text 222,C,0.3074317103541261
Sample text 223,C,0.532620757928829
Sample text 224,C,0.19572908450908244
Sample text 225,C,0.3899626653984083
Sample text 226,A,0.7118867113639299
Sample text 227,C,0.14405416896824152
Sample text 228,B,0.0987181745937532
Sample text 229,B,0.09589683190201959
Sample text 230,A,0.7628346873142057
Sample text 231,B,0.45905897313432076
Sample text 232,B,0.7225480124414515
Sample text 233,A,0.4682686397573812
Sample text 234,B,0.47000652603995696
Sample text 235,C,0.5642868341992682
Sample text 236,A,0.5466103680113628
Sample text 237,B,0.042618687373777386
Sample text 238,B,0.1589476834304776
Sample text 239,B,0.4821135313057253
Sample text 240,C,0.14181272945619172
Sample text 241,C,0.08888387095157713
Sample text 242,A,0.4111564523031688
Sample text 243,A,0.9443002331478693
Sample text 244,B,0.42949110772831944
Sample text 245,A,0.14455212274937201
Sample text 246,B,0.9796953719540367
Sample text 247,C,0.4605011448289177
Sample text 248,C,0.43037383608223057
Sample text 249,C,0.8127629248782092
Sample text 250,A,0.8986355148990409
Sample text 251,C,0.41069948909732845
Sample text 252,B,0.380985833579637
Sample text 253,C,0.7739686972976753
Sample text 254,B,0.7986077714081213
Sample text 255,B,0.5842453202457799
Sample text 256,C,0.900295015789986
Sample text 257,B,0.607514027455091
Sample text 258,B,0.4042055932307502
Sample text 259,A,0.9623406058573134
Sample text 260,C,0.9376387249989173
Sample text 261,B,0.3258017951963328
Sample text 262,B,0.9073541030983829
Sample text 263,A,0.3125527664327403
Sample text 264,B,0.018023343812458292
Sample text 265,A,0.423499670760646
Sample text 266,A,0.38243312526302664
Sample text 267,C,0.8461739066657009
Sample text 268,C,0.2477955954156239
Sample text 269,C,0.5738972856107789
Sample text 270,B,0.9025913374001485
Sample text 271,B,0.4461003018586709
Sample text 272,A,0.6455198893287706
Sample text 273,B,0.49685689792448784
Sample text 274,C,0.46822591379456546
Sample text 275,C,0.6033836727364136
Sample text 276,C,0.8710228736335739
Sample text 277,C,0.5135852878903681
Sample text 278,A,0.6546189401677165
Sample text 279,A,0.36573027913653444
Sample text 280,B,0.6235499610895177
Sample text 281,B,0.7904420401701778
Sample text 282,B,0.008968641184408987
Sample text 283,C,0.7169727094970506
Sample text 284,A,0.3965090060226205
Sample text 285,C,0.6036307038420047
Sample text 286,C,0.970756539277729
Sample text 287,C,0.1402308153938746
Sample text 288,A,0.6945369458680728
Sample text 289,C,0.6464369797744572
Sample text 290,C,0.36620507669767977
Sample text 291,A,0.37825758824304534
Sample text 292,A,0.12350405344778015
Sample text 293,B,0.06158461860944753
Sample text 294,B,0.996839308555455
Sample text 295,C,0.11163571795310201
Sample text 296,B,0.691801087331643
Sample text 297,A,0.35863364719929613
Sample text 298,A,0.592774289051458
Sample text 299,B,0.5208384276826225
Sample text 300,C,0.2093917423924403
Sample text 301,C,0.8171048521970898
Sample text 302,A,0.7756301824475881
Sample text 303,B,0.7570078863407623
Sample text 304,C,0.30313951795146254
Sample text 305,A,0.7235474613478098
Sample text 306,C,0.6103874885720105
Sample text 307,C,0.29862560473257427
Sample text 308,B,0.2968132187029242
Sample text 309,C,0.4664203878099962
Sample text 310,C,0.6643363527280638
Sample text 311,B,0.11515122670452516
Sample text 312,A,0.9212614089540014
Sample text 313,A,0.6548077625506971
Sample text 314,C,0.20719451557952662
Sample text 315,A,0.4685062971561026
Sample text 316,B,0.9202599635711602
Sample text 317,A,0.4946131141158102
Sample text 318,A,0.6813632505103067
Sample text 319,C,0.4739144860252271
Sample text 320,A,0.11349523621422897
Sample text 321,A,0.857912382857948
Sample text 322,A,0.9667037282899226
Sample text 323,A,0.35524018852219497
Sample text 324,B,0.45979784004871926
Sample text 325,B,0.018604186627738772
Sample text 326,B,0.7308433781977731
Sample text 327,A,0.6573390641638888
Sample text 328,A,0.5158035561382329
Sample text 329,C,0.3922723592559133
Sample text 330,B,0.26700886583792127
Sample text 331,A,0.893114107039424
Sample text 332,A,0.5807055718498378
Sample text 333,B,0.5513820273902275
Sample text 334,A,0.42500877719682795
Sample text 335,C,0.9235189298457053
Sample text 336,A,0.6590590913131079
Sample text 337,C,0.6068052408225086
Sample text 338,A,0.8340661786331517
Sample text 339,A,0.1217361381535017
Sample text 340,A,0.1970268888925354
Sample text 341,A,0.9822620406159177
Sample text 342,A,0.36003636549345386
Sample text 343,C,0.7195247549457192
Sample text 344,A,0.9073015588227671
Sample text 345,A,0.4505662638296204
Sample text 346,A,0.4561639878867234
Sample text 347,B,0.15442345873495056
Sample text 348,B,0.8504859246395767
Sample text 349,B,0.6525896870573749
Sample text 350,A,0.7551781461829957
Sample text 351,A,0.7746562514086832
Sample text 352,B,0.061229342180617596
Sample text 353,A,0.8516560768054782
Sample text 354,A,0.3666556195224189
Sample text 355,B,0.3357819427182013
Sample text 356,A,0.7689145542535645
Sample text 357,C,0.538431589432186
Sample text 358,A,0.9274134708877279
Sample text 359,B,0.03471740771582543
Sample text 360,C,0.40199695048560435
Sample text 361,A,0.7853240228332868
Sample text 362,A,0.6197305064781014
Sample text 363,B,0.7731696123452663
Sample text 364,B,0.15678164048483167
Sample text 365,C,0.8461242594836014
Sample text 366,C,0.5773124672440241
Sample text 367,A,0.5505676481321166
Sample text 368,B,0.6574289392864494
Sample text 369,C,0.9304174699717916
Sample text 370,B,0.6169164375350696
Sample text 371,B,0.08928684543158538
Sample text 372,A,0.20747165191495542
Sample text 373,B,0.5568157009048244
Sample text 374,A,0.2585383234510321
Sample text 375,A,0.6705259953375177
Sample text 376,C,0.7499871870127978
Sample text 377,A,0.5095671600768484
Sample text 378,B,0.5255411102455957
Sample text 379,A,0.058057446852048944
Sample text 380,B,0.28957370190192344
Sample text 381,A,0.5468459473545919
Sample text 382,C,0.3151847962051588
Sample text 383,C,0.9666874620247273
Sample text 384,B,0.01874535921344922
Sample text 385,B,0.0700185379865802
Sample text 386,B,0.591143080158904
Sample text 387,C,0.7571819453256686
Sample text 388,C,0.5883721707850152
Sample text 389,A,0.9532107752061755
Sample text 390,B,0.9907320071556851
Sample text 391,B,0.40869340842210333
Sample text 392,A,0.08025656234095002
Sample text 393,C,0.576861446532671
Sample text 394,B,0.8498321424132811
Sample text 395,A,0.6797060696416243
Sample text 396,C,0.590026280621668
Sample text 397,A,0.2374588229781751
Sample text 398,C,0.879299684137509
Sample text 399,C,0.49784364532361414
Sample text 400,B,0.3108126675085523
Sample text 401,B,0.20205275882239548
Sample text 402,B,0.3651299735611446
Sample text 403,A,0.2756890520502916
Sample text 404,A,0.9678898355268436
Sample text 405,B,0.30436317926609013
Sample text 406,A,0.5060266225807877
Sample text 407,A,0.7621774241031911
Sample text 408,B,0.0006962959206233688
Sample text 409,C,0.4376918550127967
Sample text 410,C,0.07920604883047344
Sample text 411,B,0.9341131861088879
Sample text 412,B,0.38384791712712907
Sample text 413,C,0.9344381736102815
Sample text 414,A,0.8875290259253075
Sample text 415,B,0.524609758543825
Sample text 416,A,0.18424818907814489
Sample text 417,B,0.28320204952446726
Sample text 418,B,0.13287396459455902
Sample text 419,B,0.8097367037298414
Sample text 420,B,0.7935595161427371
Sample text 421,B,0.1866990307296259
Sample text 422,A,0.9192359255413147
Sample text 423,C,0.21084519405474955
Sample text 424,B,0.2707300246343243
Sample text 425,A,0.18934929476236617
Sample text 426,B,0.00806783546572254
Sample text 427,B,0.1804542907785177
Sample text 428,A,0.9785618272070533
Sample text 429,A,0.26052492767638114
Sample text 430,A,0.7561603401732732
Sample text 431,C,0.3081368506618267
Sample text 432,A,0.5603015273295804
Sample text 433,B,0.9324552947598611
Sample text 434,B,0.6176159516113637
Sample text 435,C,0.27311590717922585
Sample text 436,C,0.6075121849977154
Sample text 437,C,0.5357468956920121
Sample text 438,A,0.3118969526978639
Sample text 439,C,0.05372131255031298
Sample text 440,A,0.653027018202641
Sample text 441,A,0.07399498114281788
Sample text 442,B,0.3301288069288595
Sample text 443,A,0.2424759478720463
Sample text 444,B,0.4090018771133759
Sample text 445,A,0.8174525379732173
Sample text 446,C,0.8852972854904967
Sample text 447,B,0.02404332943274068
Sample text 448,A,0.6634471101759857
Sample text 449,B,0.9362160278275987
Sample text 450,A,0.6588617418107835
Sample text 451,B,0.42054433715386663
Sample text 452,C,0.7659220081504807
Sample text 453,C,0.35137849772072116
Sample text 454,A,0.6119725113866382
Sample text 455,B,0.17000174209120467
Sample text 456,C,0.7340376327122454
Sample text 457,C,0.5151178769977162
Sample text 458,C,0.7552744791455508
Sample text 459,C,0.6852901623042932
Sample text 460,A,0.5293900903642544
Sample text 461,B,0.9552701755297052
Sample text 462,C,0.5457403621644006
Sample text 463,A,0.25721588006454055
Sample text 464,A,0.5371974269350609
Sample text 465,A,0.8576973101253804
Sample text 466,A,0.430445732251476
Sample text 467,B,0.8068392461168075
Sample text 468,C,0.432959622983919
Sample text 469,B,0.8393432779781105
Sample text 470,A,0.876787345904381
Sample text 471,A,0.49817505633135994
Sample text 472,A,0.32483754362403827
Sample text 473,B,0.971741245953177
Sample text 474,B,0.6776616354153024
Sample text 475,C,0.7311214247575423
Sample text 476,A,0.019853271013386076
Sample text 477,C,0.8240367979904453
Sample text 478,C,0.7419162178176214
Sample text 479,B,0.24786988071307392
Sample text 480,B,0.7081018051989302
Sample text 481,A,0.9468609609229235
Sample text 482,B,0.820445551462539
Sample text 483,B,0.8525323468079566
Sample text 484,B,0.6204999398679203
Sample text 485,B,0.9142530153154103
Sample text 486,B,0.9130919498021087
Sample text 487,C,0.9552210827919998
Sample text 488,C,0.08233448968244572
Sample text 489,C,0.6611682581360029
Sample text 490,A,0.2640658940356314
Sample text 491,C,0.6796106282009701
Sample text 492,B,0.29046709847735463
Sample text 493,A,0.5018189230716898
Sample text 494,C,0.37321088860296414
Sample text 495,C,0.40871782343702034
Sample text 496,C,0.009325108695178774
Sample text 497,A,0.6883290720235453
Sample text 498,A,0.8119383273197043
Sample text 499,C,0.4381387232472257
Sample text 500,B,0.4162446379741651
Sample text 501,B,0.8327751834338823
Sample text 502,B,0.6217915755992974
Sample text 503,C,0.34609483927069773
Sample text 504,A,0.5536312625607023
Sample text 505,A,0.6103248700471745
Sample text 506,A,0.28004082374636396
Sample text 507,A,0.25899457193425846
Sample text 508,C,0.37647308210210817
Sample text 509,C,0.5044164979609124
Sample text 510,C,0.4537141165077131
Sample text 511,B,0.3862053489660807
Sample text 512,A,0.1916796323632104
Sample text 513,B,0.9416978948100521
Sample text 514,A,0.8963927557929976
Sample text 515,A,0.2447229729189253
Sample text 516,C,0.6399734925856541
Sample text 517,B,0.3481270749416552
Sample text 518,A,0.3583880026652856
Sample text 519,C,0.722454057167052
Sample text 520,C,0.22358518323940224
Sample text 521,C,0.7393523453192997
Sample text 522,C,0.2946460120372886
Sample text 523,A,0.9732172667258354
Sample text 524,C,0.6675060044162832
Sample text 525,C,0.21066095712774713
Sample text 526,B,0.37738054524625153
Sample text 527,A,0.9823343005356905
Sample text 528,C,0.5265975198625524
Sample text 529,C,0.8375527164986288
Sample text 530,A,0.6817789668551195
Sample text 531,B,0.6148154568961511
Sample text 532,A,0.33023118409389585
Sample text 533,A,0.5787135254050954
Sample text 534,B,0.5229761165138519
Sample text 535,B,0.03221800614607795
Sample text 536,B,0.6015991274315438
Sample text 537,C,0.7172864156873026
Sample text 538,C,0.45841078935569346
Sample text 539,B,0.336892264453751
Sample text 540,A,0.9887802390143993
Sample text 541,A,0.16841498304318858
Sample text 542,B,0.9024886843616646
Sample text 543,C,0.8423575917628598
Sample text 544,B,0.39508293935609873
Sample text 545,C,0.3789663848889905
Sample text 546,A,0.23911475583044395
Sample text 547,A,0.7999398144800732
Sample text 548,C,0.816758345037047
Sample text 549,A,0.4871318569059985
Sample text 550,B,0.6502785015533925
Sample text 551,B,0.3669092348974248
Sample text 552,C,0.07315083695629176
Sample text 553,C,0.4745233871030735
Sample text 554,B,0.7303943449711928
Sample text 555,B,0.9277791774792541
Sample text 556,B,0.45745603055674156
Sample text 557,A,0.26513340951417663
Sample text 558,A,0.4747781294837278
Sample text 559,C,0.376114583487271
Sample text 560,A,0.627828903880566
Sample text 561,C,0.6971577981831305
Sample text 562,B,0.7815534001090255
Sample text 563,A,0.4036843090318267
Sample text 564,B,0.8046265867491257
Sample text 565,C,0.30119276814450857
Sample text 566,C,0.37065786350425534
Sample text 567,B,0.46288366216128585
Sample text 568,C,0.5971514000772314
Sample text 569,B,0.7396951824795603
Sample text 570,B,0.17335434225009383
Sample text 571,B,0.04733817377616123
Sample text 572,C,0.6925523217455019
Sample text 573,A,0.1674560141562217
Sample text 574,C,0.43876818254996386
Sample text 575,B,0.7559280959699343
Sample text 576,A,0.11084506319266174
Sample text 577,C,0.19616820135663837
Sample text 578,B,0.37138915134579986
Sample text 579,B,0.7884529427490422
Sample text 580,B,0.8950604516655468
Sample text 581,C,0.8565403605422918
Sample text 582,B,0.5382240978385217
Sample text 583,B,0.08884330818771313
Sample text 584,A,0.4994114390335088
Sample text 585,B,0.6166318960326576
Sample text 586,B,0.8479748194223119
Sample text 587,C,0.4359407061158461
Sample text 588,C,0.9693475235393001
Sample text 589,B,0.06346574016020035
Sample text 590,C,0.2342697843058934
Sample text 591,A,0.5640239069822482
Sample text 592,C,0.12498263386870179
Sample text 593,B,0.1758681776063742
Sample text 594,B,0.16105518791903572
Sample text 595,A,0.833401425433704
Sample text 596,A,0.37221258595029805
Sample text 597,B,0.12419654551647008
Sample text 598,C,0.6234749971738113
Sample text 599,B,0.5986573032774921
Sample text 600,B,0.5632457385765214
Sample text 601,A,0.01543160617732875
Sample text 602,C,0.9236046767230536
Sample text 603,C,0.10701179742461142
Sample text 604,C,0.05154549933303754
Sample text 605,A,0.33947392997197523
Sample text 606,C,0.581085484010085
Sample text 607,A,0.41880118344596406
Sample text 608,B,0.47160378777320744
Sample text 609,C,0.7858068637989697
Sample text 610,A,0.1296659098769377
Sample text 611,C,0.48015651869761555
Sample text 612,C,0.8301888656783516
Sample text 613,B,0.08762380389215352
Sample text 614,C,0.8288857857175302
Sample text 615,B,0.2441342438937919
Sample text 616,C,0.2557423572682693
Sample text 617,B,0.9371145628873906
Sample text 618,C,0.37325122989948234
Sample text 619,B,0.9956695262593043
Sample text 620,A,0.06445701262851689
Sample text 621,B,0.28688925708157154
Sample text 622,A,0.9327183212064702
Sample text 623,B,0.9346531954620244
Sample text 624,B,0.22313024703045448
Sample text 625,C,0.17154716190775554
Sample text 626,C,0.9736246470057669
Sample text 627,A,0.36016376157464347
Sample text 628,A,0.6469715328327654
Sample text 629,A,0.5827927849385519
Sample text 630,A,0.26542031696629154
Sample text 631,A,0.0864044258474036
Sample text 632,A,0.41480073791183525
Sample text 633,B,0.6796641232310687
Sample text 634,A,0.047882169710658395
Sample text 635,C,0.35456557214645057
Sample text 636,A,0.6774415694747105
Sample text 637,A,0.29701455667034804
Sample text 638,C,0.1824702135505447
Sample text 639,C,0.32940631706478163
Sample text 640,A,0.05208637828743268
Sample text 641,A,0.07662547348666393
Sample text 642,C,0.8027308941717793
Sample text 643,C,0.5531891720870517
Sample text 644,A,0.47794800052951236
Sample text 645,A,0.7406580910083131
Sample text 646,B,0.38527792876322187
Sample text 647,C,0.3474553138614507
Sample text 648,A,0.08075774322442952
Sample text 649,C,0.13271281461601026
Sample text 650,A,0.959753022181068
Sample text 651,C,0.7533901644390506
Sample text 652,B,0.5297331668345606
Sample text 653,C,0.0720851077148641
Sample text 654,A,0.9162593637926891
Sample text 655,B,0.6004130069793341
Sample text 656,A,0.9641002436779644
Sample text 657,A,0.22101147554344625
Sample text 658,C,0.05552886937538959
Sample text 659,C,0.5994272870009413
Sample text 660,B,0.9134502182242343
Sample text 661,C,0.1332789832015896
Sample text 662,C,0.8258019931463737
Sample text 663,C,0.7859873709841153
Sample text 664,B,0.0137738408716781
Sample text 665,B,0.4813784874762822
Sample text 666,B,0.7780427893361408
Sample text 667,C,0.12165472224423035
Sample text 668,B,0.457079560941802
Sample text 669,B,0.7061320010043467
Sample text 670,C,0.8686112051182199
Sample text 671,A,0.825628487048835
Sample text 672,C,0.6331007425331191
Sample text 673,B,0.692677989219154
Sample text 674,C,0.025723019313449336
Sample text 675,A,0.5483376709928364
Sample text 676,C,0.551024764096084
Sample text 677,C,0.832219276160928
Sample text 678,C,0.4460987357657905
Sample text 679,B,0.8229753277213033
Sample text 680,A,0.8296946375857145
Sample text 681,C,0.11580450747518434
Sample text 682,A,0.49208648293313006
Sample text 683,A,0.23270848871437266
Sample text 684,B,0.5147998818639419
Sample text 685,B,0.14534081761203888
Sample text 686,C,0.3295784760519781
Sample text 687,B,0.9790149620781123
Sample text 688,C,0.5075236044481017
Sample text 689,B,0.8734633262291451
Sample text 690,A,0.7506049960443115
Sample text 691,A,0.7931412345031504
Sample text 692,A,0.5670079447714031
Sample text 693,A,0.6590405610422698
Sample text 694,A,0.8451750790023924
Sample text 695,A,0.8593262731624798
Sample text 696,B,0.6421791672231716
Sample text 697,B,0.24995786490852423
Sample text 698,B,0.8709772920078327
Sample text 699,A,0.7524757233015071
Sample text 700,C,0.6639228381169215
Sample text 701,A,0.10943456162772769
Sample text 702,C,0.79101143875957
Sample text 703,C,0.8672665481992544
Sample text 704,B,0.9479246222211773
Sample text 705,A,0.34652392293494283
Sample text 706,B,0.25188196995648404
Sample text 707,B,0.7086354046087423
Sample text 708,B,0.9105606153332292
Sample text 709,C,0.07174250923281511
Sample text 710,B,0.05196931631181423
Sample text 711,C,0.6796794629768069
Sample text 712,B,0.12918369501044336
Sample text 713,B,0.12950391146331386
Sample text 714,A,0.6329799391694392
Sample text 715,A,0.8378152037390597
Sample text 716,A,0.025995579208382913
Sample text 717,A,0.6400850352491956
Sample text 718,A,0.49045359873258043
Sample text 719,C,0.31650540897914703
Sample text 720,A,0.7776901166406305
Sample text 721,B,0.10240392173749857
Sample text 722,A,0.08523213412129715
Sample text 723,B,0.5067822380332857
Sample text 724,B,0.07517256168944042
Sample text 725,B,0.5151665692171578
Sample text 726,B,0.5328011367903209
Sample text 727,B,0.1992803415269564
Sample text 728,B,0.7144070223605637
Sample text 729,A,0.5155877552696039
Sample text 730,A,0.9232323319565517
Sample text 731,A,0.033443259507684675
Sample text 732,C,0.26929877155318704
Sample text 733,B,0.5246983585439582
Sample text 734,A,0.6821198751266885
Sample text 735,C,0.9487463985309825
Sample text 736,A,0.833915187532062
Sample text 737,C,0.06819811351044835
Sample text 738,B,0.7086838423769208
Sample text 739,B,0.904217351076757
Sample text 740,C,0.054781190216477316
Sample text 741,C,0.9386895608309236
Sample text 742,B,0.24050416621454695
Sample text 743,B,0.1441919638807908
Sample text 744,B,0.5025995204935237
Sample text 745,C,0.4080610972700036
Sample text 746,C,0.4403098002106325
Sample text 747,C,0.14551184207872758
Sample text 748,C,0.9308784139061692
Sample text 749,C,0.2196649101918534
Sample text 750,C,0.2724102644440325
Sample text 751,B,0.35149195640835484
Sample text 752,A,0.6884402312902084
Sample text 753,C,0.6172409586657138
Sample text 754,C,0.010592141881717754
Sample text 755,A,0.9549919520175355
Sample text 756,A,0.10536595839709795
Sample text 757,C,0.8149132730375368
Sample text 758,A,0.6837374361001041
Sample text 759,C,0.9523224064756667
Sample text 760,C,0.7374443886391749
Sample text 761,A,0.4660483672152409
Sample text 762,A,0.686432017042481
Sample text 763,C,0.6784161740444328
Sample text 764,B,0.9262011214926563
Sample text 765,B,0.33044741461531235
Sample text 766,C,0.37549367801524225
Sample text 767,A,0.4348995355909746
Sample text 768,C,0.22024825182593788
Sample text 769,C,0.9334459794198681
Sample text 770,B,0.31443903680616303
Sample text 771,C,0.26951439507447084
Sample text 772,B,0.3759891909001867
Sample text 773,B,0.06565147416890049
Sample text 774,A,0.22350648383475802
Sample text 775,B,0.2135278978775731
Sample text 776,C,0.1405858410442823
Sample text 777,B,0.3086003591388
Sample text 778,B,0.854059892374111
Sample text 779,B,0.7180127476368544
