ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
1147024	756265	1	2
1147026	756265	1	2
1147027	756265	1	2
1147028	756265	1	2
1147029	756265	1	2
1147030	756265	1	2
1147032	756265	1	2
1147033	756265	1	2
1147034	756265	1	2
1147035	756265	1	2
1147036	756265	1	2
1147037	756265	1	2
1147038	756265	1	2
1147039	756265	1	2
1147040	756265	1	2
1147041	756265	1	2
1147042	756265	1	2
1147043	756265	1	2
1147044	756265	1	2
1147045	756265	1	2
1147046	756265	1	2
1147049	756265	1	2
1147050	756265	1	2
1147051	756265	1	2
1147052	756265	1	2
1147053	756265	1	2
1147055	756265	1	2
1147056	756265	1	2
1147057	756265	1	2
1147058	756265	1	2
1147059	756265	1	2
1147060	756265	1	2
1147061	756265	1	2
1147062	756265	1	2
1147063	756265	1	2
1147064	756265	1	2
1147065	756265	1	2
1147070	756265	1	2
1147071	756265	1	2
1147072	756265	1	2
1147073	756265	1	2
1147075	756265	1	2
1147077	756265	1	2
1147078	756265	1	2
1147079	756265	1	2
1147080	756265	1	2
1147081	756265	1	2
1147082	756265	1	2
1147083	756265	1	2
1147084	756265	1	2
1147085	756265	1	2
1147094	756265	1	2
1147095	756265	1	2
1147096	756265	1	2
1147097	756265	1	2
1147115	756265	1	2
1147116	756265	1	2
1147117	756265	1	2
1147118	756265	1	2
1147127	756265	1	2
1147128	756265	1	2
1147129	756265	1	2
1147130	756265	1	2
1147138	756265	1	2
1147139	756265	1	2
1147140	756265	1	2
1147141	756265	1	2
1147156	756265	1	2
1147157	756265	1	2
1147158	756265	1	2
1147160	756265	1	2
1147165	756265	1	2
1147166	756265	1	2
1147167	756265	1	2
1147168	756265	1	2
1147170	756265	1	2
1147171	756265	1	2
1147172	756265	1	2
1147173	756265	1	2
1147174	756265	1	2
1147175	756265	1	2
1147176	756265	1	2
1147177	756265	1	2
1147182	756265	1	2
1147183	756265	1	2
1147184	756265	1	2
1147185	756265	1	2
1147186	756265	1	2
1147187	756265	1	2
1147188	756265	1	2
1147189	756265	1	2
1147190	756265	1	2
1147191	756265	1	2
1147192	756265	1	2
1147193	756265	1	2
1147194	756265	1	2
1147195	756265	1	2
1147196	756265	1	2
1147197	756265	1	2
1147198	756265	1	2
1147199	756265	1	2
1147200	756265	1	2
1147201	756265	1	2
1147202	756265	1	2
1147203	756265	1	2
1147204	756265	1	2
1147205	756265	1	2
1147206	756265	1	2
1147207	756265	1	2
1147208	756265	1	2
1147209	756265	1	2
1147210	756265	1	2
1147211	756265	1	2
1147212	756265	1	2
1147213	756265	1	2
1147214	756265	1	2
1147215	756265	1	2
1147216	756265	1	2
1147217	756265	1	2
1147281	756265	1	2
1147282	756265	1	2
1147283	756265	1	2
1147286	756265	1	2
1147287	756265	1	2
1147288	756265	1	2
1147289	756265	1	2
1147290	756265	1	2
1147291	756265	1	2
1147292	756265	1	2
1147295	756265	1	2
1147296	756265	1	2
1147297	756265	1	2
1147300	756265	1	2
1147301	756265	1	3
1147303	756265	1	3
1147304	756265	1	3
1147305	756265	1	3
1147306	756265	1	3
1147307	756265	1	3
1147308	756265	1	3
1147310	756265	1	3
1147311	756265	1	3
1147312	756265	1	3
1147313	756265	1	3
1147314	756265	1	3
1147315	756265	1	3
1147317	756265	1	3
1147318	756265	1	3
1147320	756265	1	3
1147321	756265	1	3
1147322	756265	1	3
1147323	756265	1	3
1147324	756265	1	3
1147325	756265	1	3
1147326	756265	2	3
1147327	756265	1	3
1147329	756265	1	3
1147330	756265	1	3
1147331	756265	1	3
1147332	756265	1	3
1147333	756265	1	3
1147334	756265	1	3
1147335	756265	1	3
1147336	756265	1	3
1147337	756265	1	3
1147339	756265	1	3
1147341	756265	1	2
1147342	756265	1	2
1147343	756265	1	2
1147344	756265	1	2
1147345	756265	1	2
1147346	756265	1	2
1147347	756265	1	2
1147348	756265	1	2
1147349	756265	1	2
1147350	756265	1	2
1147351	756265	1	2
1147352	756265	1	2
1147353	756265	1	2
1147354	756265	1	2
1147355	756265	1	2
1147356	756265	1	2
1147358	756265	1	2
1147359	756265	1	2
1147360	756265	1	2
1147361	756265	1	2
1147362	756265	1	2
1147366	756265	1	3
1147426	756265	1	2
1147427	756265	1	2
1147431	756265	1	2
1147435	756265	1	2
1147436	756265	1	2
1147437	756265	1	2
1147438	756265	1	2
1147440	756265	1	2
1147441	756265	1	2
1147445	756265	1	2
1147454	756265	1	2
1147469	756265	1	2
1147470	756265	1	2
1147471	756265	1	2
1147472	756265	1	2
1147474	756265	1	2
1147475	756265	1	2
1147480	756265	1	2
1147490	756265	1	2
1147491	756265	1	2
1147492	756265	1	2
1147497	756265	1	2
1147498	756265	1	2
1147499	756265	1	2
1147501	756265	1	2
1147504	756265	1	2
1147505	756265	1	2
1147506	756265	1	2
1147507	756265	1	2
1147508	756265	1	2
1147509	756265	1	2
1147511	756265	1	2
1147512	756265	1	2
1147513	756265	1	2
1147514	756265	1	2
1147515	756265	1	2
1147516	756265	1	2
1147517	756265	1	2
1147520	756265	1	2
1147521	756265	1	2
1147522	756265	1	2
1147523	756265	1	2
1147524	756265	1	2
1147525	756265	1	2
1147526	756265	1	2
1147527	756265	1	2
1147528	756265	1	2
1147530	756265	1	2
1147532	756265	1	2
1147533	756265	1	2
1147534	756265	1	2
1147535	756265	1	2
1147536	756265	1	2
1147541	756265	1	2
1147542	756265	1	3
1147549	756265	1	2
1147553	756265	1	2
1147557	756265	1	2
1147558	756265	1	2
1147559	756265	1	2
1147560	756265	1	2
1147561	756265	1	2
1147562	756265	1	2
1147564	756265	1	2
1147565	756265	1	2
1147567	756265	1	2
1147568	756265	1	2
1147569	756265	1	2
1147570	756265	1	2
1147571	756265	1	2
1147572	756265	1	2
1147573	756265	1	2
1147574	756265	1	2
1147575	756265	1	2
1147577	756265	1	2
1147578	756265	1	2
1147586	756265	1	2
1147588	756265	1	2
1147589	756265	1	2
1147590	756265	1	2
1147591	756265	1	2
1147592	756265	1	2
1147593	756265	1	2
1147594	756265	1	2
1147595	756265	1	2
1147596	756265	1	2
1147597	756265	1	2
1147598	756265	1	2
1147599	756265	1	2
1147600	756265	1	2
1147601	756265	1	2
1147602	756265	1	2
1147603	756265	1	2
1147604	756265	1	2
1147605	756265	1	2
1147606	756265	1	2
1147607	756265	1	2
1147608	756265	1	2
1147611	756265	1	2
1147617	756265	1	2
1147620	756265	1	2
1147622	756265	1	2
1147623	756265	1	2
1147624	756265	1	2
1147628	756265	1	2
1147636	756265	1	3
1147637	756265	1	3
1147639	756265	1	2
1147640	756265	1	2
1147641	756265	1	2
1147642	756265	1	2
1147643	756265	1	2
1147646	756265	1	2
1147647	756265	1	2
1147648	756265	1	2
756266	756265	1	2
756266	756266	0	0
1147325	756266	1	1
756267	756267	0	0
756267	756265	1	2
1147325	756267	1	1
756268	756265	1	2
756268	756268	0	0
1147325	756268	1	1
756269	756269	0	0
756269	756265	1	2
1147325	756269	1	1
5084	5084	0	0
8756	5084	1	1
9202	5084	2	2
8537	8537	0	0
581476	8537	1	1
8546	8546	0	0
42898160	8546	1	1
500000101	500000101	0	0
500000102	500000102	0	0
500000201	500000201	0	0
500000202	500000202	0	0
500000203	500000203	0	0
32890	32890	0	0
32891	32891	0	0
32891	32894	1	1
32895	32891	1	1
32892	32892	0	0
32893	32893	0	0
32891	32894	1	1
32894	32894	0	0
32895	32894	2	2
31971	31971	0	0
31972	31972	0	0
31973	31973	0	0
31974	31974	0	0
31975	31975	0	0
44818521	44818521	0	0
44818522	44818522	0	0
44818523	44818523	0	0
44818524	44818524	0	0
44818525	44818525	0	0
700429	700429	0	0
700430	700430	0	0
702662	702662	0	0
702663	702663	0	0
723499	723500	1	1
723499	723503	1	1
723499	723499	0	0
723499	723501	1	1
723499	723502	1	1
723831	723499	3	3
723832	723499	2	2
723899	723499	1	1
723499	723500	1	1
723500	723500	0	0
723831	723500	4	4
723832	723500	3	3
723899	723500	2	2
723499	723501	1	1
723501	723501	0	0
723831	723501	4	4
723832	723501	3	3
723899	723501	2	2
723499	723502	1	1
723502	723502	0	0
723831	723502	4	4
723832	723502	3	3
723899	723502	2	2
723499	723503	1	1
723503	723503	0	0
723831	723503	4	4
723832	723503	3	3
723899	723503	2	2
32531	32531	0	0
32532	32532	0	0
38003563	38003563	0	0
38003564	38003564	0	0
8507	8507	0	0
8532	8532	0	0
586310	704058	3	3
704058	704058	0	0
705001	704058	2	2
705104	704058	4	7
756055	704058	3	4
756065	704058	2	2
756084	704058	1	1
4029205	704058	8	12
4041975	704058	7	7
4048365	704058	6	10
4162526	704058	8	8
4297090	704058	7	11
4322976	704058	9	13
4326835	704058	5	9
44789510	704058	6	6
44811805	704058	5	5
45770687	704058	4	4
586310	704059	3	3
704059	704059	0	0
705001	704059	2	2
705104	704059	4	7
756055	704059	3	4
756065	704059	2	2
756084	704059	1	1
4029205	704059	8	12
4041975	704059	7	7
4048365	704059	6	10
4162526	704059	8	8
4297090	704059	7	11
4322976	704059	9	13
4326835	704059	5	9
44789510	704059	6	6
44811805	704059	5	5
45770687	704059	4	4
905578	905578	0	0
35803401	905578	1	1
42542413	905578	1	1
905579	905579	0	0
911924	905579	3	3
911930	905579	3	3
912007	905579	3	3
912052	905579	3	3
912065	905579	1	1
912163	905579	4	5
912198	905579	3	3
1348265	905579	1	1
1359548	905579	1	1
1387104	905579	1	1
35803407	905579	1	1
35807190	905579	4	4
35807197	905579	4	4
35807205	905579	3	4
35807207	905579	2	2
35807215	905579	2	2
35807221	905579	2	2
35807222	905579	2	2
35807225	905579	2	2
35807226	905579	2	2
35807230	905579	2	2
35807235	905579	2	2
35807245	905579	2	2
35807290	905579	2	2
35807415	905579	2	2
35807466	905579	4	6
35807475	905579	3	3
35807478	905579	3	3
35807489	905579	3	3
42542419	905579	1	1
905581	905581	0	0
35803401	905581	1	1
42542413	905581	1	1
905582	905582	0	0
912065	905582	1	1
19026972	905582	1	1
35803401	905582	1	1
35807189	905582	3	3
35807211	905582	3	3
35807232	905582	2	2
35807235	905582	2	2
35807296	905582	2	2
35807403	905582	2	2
35807466	905582	4	4
35807474	905582	4	4
35807475	905582	3	3
42542413	905582	1	1
32577	903261	2	3
903261	903261	0	0
903277	903261	1	1
38004447	903261	2	2
38004464	903261	1	1
1523322	1523322	0	0
1523623	1523322	1	1
1523693	1523322	2	2
1524003	1523322	3	3
2814229	1523322	5	5
2889408	1523322	4	4
1523323	1523323	0	0
1523558	1523323	2	2
1523595	1523323	1	1
1524003	1523323	3	3
2814229	1523323	5	5
2889408	1523323	4	4
1523324	1523324	0	0
1523352	1523324	2	2
1523902	1523324	1	1
2744880	1523324	3	3
2801516	1523324	5	5
2817856	1523324	4	4
1523325	1523325	0	0
1523589	1523325	2	2
1523727	1523325	1	1
2744880	1523325	3	3
2801516	1523325	5	5
2817856	1523325	4	4
1523326	1523326	0	0
1523414	1523326	2	2
1523681	1523326	1	1
2725704	1523326	3	3
2801516	1523326	5	5
2874559	1523326	4	4
2000002	2000002	0	0
4322976	2000002	1	1
2000006	2000006	0	0
4029205	2000006	2	2
4039580	2000006	2	2
4072499	2000006	4	4
4077953	2000006	3	3
4230801	2000006	1	1
4322976	2000006	3	5
2000007	2000007	0	0
4029205	2000007	2	3
4039580	2000007	2	3
4040390	2000007	3	3
4040400	2000007	2	2
4042641	2000007	2	2
4042645	2000007	2	2
4042673	2000007	1	1
4043022	2000007	2	4
4043023	2000007	3	3
4072499	2000007	4	5
4077953	2000007	3	4
4127450	2000007	1	1
4180627	2000007	3	6
4230801	2000007	1	2
4322976	2000007	3	7
36675054	2000007	3	5
2000008	2000008	0	0
4029205	2000008	2	3
4039580	2000008	2	3
4040390	2000008	3	3
4040400	2000008	2	2
4040551	2000008	1	1
4042641	2000008	2	2
4043022	2000008	2	2
4043161	2000008	2	2
4072499	2000008	4	5
4077953	2000008	3	4
4127450	2000008	1	1
4180627	2000008	3	4
4230801	2000008	1	2
4322976	2000008	3	6
36675054	2000008	3	3
32725	32725	0	0
32726	32726	0	0
32727	32727	0	0
32728	32728	0	0
32729	32729	0	0
32730	32730	0	0
32731	32731	0	0
32732	32732	0	0
33071	33071	0	0
4175745	33071	1	1
4179874	33071	3	3
4182347	33071	2	2
586515	586515	0	0
705104	586515	3	3
706179	586515	1	1
756055	586515	2	2
1761982	586515	3	7
4007829	586515	2	2
4028908	586515	7	10
4029205	586515	7	11
4034850	586515	6	9
4039365	586515	5	5
4046723	586515	4	4
4048365	586515	5	9
4055657	586515	4	4
4061061	586515	5	7
4098179	586515	6	8
4149355	586515	6	6
4181663	586515	2	2
4229297	586515	3	3
4246053	586515	5	5
4250176	586515	5	7
4285602	586515	4	4
4297090	586515	6	10
4322976	586515	8	12
4326835	586515	4	8
4334965	586515	6	6
36206173	586515	2	6
36208195	586515	1	1
36661105	586515	2	2
36662596	586515	2	3
36662634	586515	1	2
37024759	586515	5	5
37047520	586515	4	4
37065675	586515	3	3
37203929	586515	5	5
37310258	586515	1	1
45876016	586515	1	1
45876044	586515	2	2
45876249	586515	3	3
586516	586516	0	0
704992	586516	1	1
705104	586516	3	3
756055	586516	2	2
756065	586516	1	1
1761982	586516	5	5
4028908	586516	6	6
4029205	586516	7	7
4034850	586516	5	5
4048365	586516	5	5
4057955	586516	4	4
4130349	586516	2	2
4189544	586516	3	3
4297090	586516	6	6
4322976	586516	7	8
4326835	586516	4	4
36206173	586516	4	4
36660953	586516	1	1
36662595	586516	2	2
36662633	586516	1	1
37024759	586516	3	3
37047520	586516	2	2
45876016	586516	1	1
586310	586517	2	2
586517	586517	0	0
704993	586517	1	1
705104	586517	3	6
756055	586517	2	3
756065	586517	1	1
1618441	586517	2	2
1761982	586517	5	7
4029205	586517	7	11
4041975	586517	6	6
4048365	586517	5	9
4162526	586517	7	7
4297090	586517	6	10
4322976	586517	8	12
4326835	586517	4	8
36032981	586517	1	1
36033651	586517	1	1
36206173	586517	4	6
36662594	586517	2	2
36662595	586517	2	3
36662633	586517	1	2
36662635	586517	1	1
37024759	586517	3	5
37047520	586517	2	4
37065675	586517	3	3
44789510	586517	5	5
44811805	586517	4	4
45770687	586517	3	3
45876016	586517	1	1
45876044	586517	2	2
45876249	586517	3	3
586518	586518	0	0
705104	586518	3	3
1761982	586518	5	5
4029205	586518	7	8
4041975	586518	3	3
4048365	586518	5	6
4162526	586518	4	4
4297090	586518	6	7
4322976	586518	8	9
4326835	586518	4	5
36206173	586518	4	4
36660802	586518	1	1
36662632	586518	1	1
37024759	586518	3	3
37047520	586518	2	2
40652428	586518	2	2
44789510	586518	2	2
44807536	586518	1	1
45876016	586518	1	1
586309	586519	3	3
586310	586519	3	3
586519	586519	0	0
704991	586519	2	2
705000	586519	1	1
705001	586519	2	2
705104	586519	5	7
756055	586519	4	4
1761982	586519	5	5
4029205	586519	9	12
4041975	586519	7	7
4048365	586519	7	10
4162526	586519	8	8
4297090	586519	8	11
4322976	586519	10	13
4326835	586519	6	9
36206173	586519	4	4
36660907	586519	1	1
36662594	586519	2	2
36662595	586519	2	2
36662633	586519	1	1
36662635	586519	1	1
37024759	586519	3	3
37047520	586519	2	2
44789510	586519	6	6
44811805	586519	5	5
45770687	586519	4	4
45876016	586519	1	1
38001640	38001640	0	0
38001641	38001641	0	0
38001642	38001642	0	0
38001643	38001643	0	0
38001644	38001644	0	0
32577	903256	1	1
903256	903256	0	0
32577	903274	4	4
903274	903274	0	0
38004451	903274	1	1
38004456	903274	3	3
45756754	903274	2	2
32577	903275	1	1
903275	903275	0	0
32577	903276	4	4
903276	903276	0	0
38004451	903276	1	1
38004456	903276	3	3
45756754	903276	2	2
32577	903277	1	1
903277	903277	0	0
903277	903232	1	1
903277	903261	1	1
32678	32678	0	0
5087	5087	0	0
581368	581368	0	0
581369	581369	0	0
581370	581370	0	0
714685	714685	0	0
714686	714686	0	0
714687	714687	0	0
714688	714688	0	0
714689	714689	0	0
1378833	1378833	0	0
1379303	1378833	2	2
1379312	1378833	1	1
1378834	1378834	0	0
1379303	1378834	2	2
1379312	1378834	1	1
1378835	1378835	0	0
1379303	1378835	2	2
1379312	1378835	1	1
1378836	1378836	0	0
1379303	1378836	2	2
1379312	1378836	1	1
1378837	1378837	0	0
1379303	1378837	2	2
1379312	1378837	1	1
32580	903230	2	2
903230	903230	0	0
903231	903230	1	1
32580	903231	1	1
903231	903230	1	1
903231	903231	0	0
32577	903232	2	2
903232	903232	0	0
903277	903232	1	1
32580	903233	1	1
903233	903233	0	0
903234	903234	0	0
38003810	903234	1	1
586307	586307	0	0
586307	586308	1	1
586309	586307	1	1
705104	586307	3	3
756055	586307	2	2
4029205	586307	7	7
4048365	586307	5	5
4297090	586307	6	6
4322976	586307	8	8
4326835	586307	4	4
586307	586308	1	1
586308	586308	0	0
586309	586308	2	2
586310	586308	2	2
705001	586308	1	1
705104	586308	4	6
756055	586308	3	3
4029205	586308	8	11
4041975	586308	6	6
4048365	586308	6	9
4162526	586308	7	7
4297090	586308	7	10
4322976	586308	9	12
4326835	586308	5	8
44789510	586308	5	5
44811805	586308	4	4
45770687	586308	3	3
586309	586307	1	1
586309	586309	0	0
586309	586519	3	3
586309	586308	2	2
705104	586309	2	2
756055	586309	1	1
4029205	586309	6	6
4048365	586309	4	4
4297090	586309	5	5
4322976	586309	7	7
4326835	586309	3	3
586310	704059	3	3
586310	586310	0	0
586310	586519	3	3
586310	586517	2	2
586310	586308	2	2
586310	704058	3	3
705104	586310	2	4
756055	586310	1	1
4029205	586310	6	9
4041975	586310	4	4
4048365	586310	4	7
4162526	586310	5	5
4297090	586310	5	8
4322976	586310	7	10
4326835	586310	3	6
44789510	586310	3	3
44811805	586310	2	2
45770687	586310	1	1
432453	700296	3	3
441840	700296	4	4
700296	700296	0	0
704994	700296	2	2
704996	700296	1	1
700466	700466	0	0
35957667	700466	1	1
700467	700467	0	0
35957667	700467	1	1
700468	700468	0	0
35957667	700468	1	1
700469	700469	0	0
35957667	700469	1	1
700470	700470	0	0
35957667	700470	1	1
911785	911785	0	0
4040390	911785	2	2
4043019	911785	1	1
4180627	911785	3	3
4322976	911785	4	4
41881315	41881316	1	1
41881315	41881317	1	1
41881315	41881315	0	0
41881315	41881319	1	1
41881315	41881318	1	1
41881315	41881316	1	1
41881316	41881316	0	0
41881315	41881317	1	1
41881317	41881317	0	0
41881315	41881318	1	1
41881318	41881318	0	0
41881315	41881319	1	1
41881319	41881319	0	0
263	263	0	0
264	264	0	0
265	265	0	0
266	266	0	0
267	267	0	0
349	349	0	0
350	350	0	0
351	351	0	0
352	352	0	0
353	353	0	0
596878	596878	0	0
1585710	596878	2	2
1585803	596878	1	1
4043670	596878	1	1
4086921	596878	2	2
596879	596879	0	0
1585710	596879	2	2
1585803	596879	1	1
4043670	596879	1	1
4086921	596879	2	2
32577	32414	2	3
32577	903277	1	1
32577	903276	4	4
32577	32415	2	2
32577	903256	1	1
32577	903275	1	1
32577	32413	3	3
32577	32411	1	1
32577	32577	0	0
32577	903232	2	2
32577	32412	2	2
32577	903274	4	4
32577	903261	2	3
32578	32578	0	0
32580	32580	0	0
32580	903230	2	2
32580	903231	1	1
32580	903233	1	1
32581	32581	0	0
33003	33003	0	0
8515	8515	0	0
8516	8516	0	0
8527	8527	0	0
38003025	38003025	0	0
38003026	38003026	0	0
38003027	38003027	0	0
38003028	38003028	0	0
38003029	38003029	0	0
501343	501415	2	3
501343	501345	1	1
501343	501347	2	3
501343	501346	2	3
501343	501343	0	0
1763987	501343	0	0
3992068	501343	0	0
21601245	501343	3	3
21601254	501343	2	2
21601258	501343	1	1
21601262	501343	0	0
21602795	501343	4	4
35502648	501343	0	0
36158902	501343	0	0
37514200	501343	0	0
44340146	501343	0	0
45629684	501343	0	0
45645659	501343	0	0
45647802	501343	0	0
45663762	501343	0	0
45689108	501343	0	0
45800896	501343	0	0
501343	501345	1	1
501345	501345	0	0
501345	501415	1	1
21601245	501345	4	4
21601254	501345	3	3
21601258	501345	2	2
21601262	501345	1	1
21602795	501345	5	5
501343	501346	2	3
501346	501346	0	0
19110172	501346	1	1
21601245	501346	5	6
21601254	501346	4	5
21601258	501346	3	4
21601262	501346	2	3
21602795	501346	6	7
36217210	501346	2	3
36223599	501346	1	2
40045671	501346	1	1
501343	501347	2	3
501347	501347	0	0
19110173	501347	1	1
21601245	501347	5	6
21601254	501347	4	5
21601258	501347	3	4
21601262	501347	2	3
21602795	501347	6	7
36217210	501347	2	3
36223599	501347	1	2
40045671	501347	1	1
501343	501415	2	3
501345	501415	1	1
501415	501415	0	0
19056008	501415	1	1
19133078	501415	0	0
21601245	501415	5	6
21601254	501415	4	5
21601258	501415	3	4
21601262	501415	2	3
21602795	501415	6	7
36217210	501415	2	3
36223599	501415	1	2
36232899	501415	1	2
40155314	501415	1	1
40155315	501415	1	1
42902469	501415	0	0
42903029	501415	0	0
32764	32764	0	0
21602795	32764	4	4
21603126	32764	3	3
21603127	32764	2	2
21603188	32764	1	1
45893141	32764	0	0
32765	32765	0	0
715925	32765	0	0
21602795	32765	4	4
21603126	32765	3	3
21603127	32765	2	2
21603188	32765	1	1
32766	32766	0	0
32767	32767	0	0
38000001	38000001	0	0
38000002	38000002	0	0
38000003	38000003	0	0
38000004	38000004	0	0
38000005	38000005	0	0
8715	8715	0	0
4033224	8715	3	3
4126965	8715	2	2
4128596	8715	1	1
4322976	8715	4	4
9173	9173	0	0
4024142	9173	1	1
4025370	9173	2	2
4152517	9173	3	3
4179874	9173	4	4
9174	9174	0	0
4024142	9174	1	1
4025370	9174	2	2
4152517	9174	3	3
4179874	9174	4	4
9176	9176	0	0
441840	9176	3	3
4021604	9176	1	1
4221108	9176	2	2
705162	705162	0	0
705163	705162	1	1
4021240	705162	7	8
4025117	705162	4	5
4025823	705162	4	4
4028235	705162	8	8
4034052	705162	7	7
4047488	705162	7	7
4048384	705162	10	13
4056379	705162	6	6
4074811	705162	7	7
4084262	705162	5	5
4085098	705162	3	3
4104951	705162	4	4
4133453	705162	6	6
4174212	705162	2	2
4188152	705162	8	9
4190005	705162	6	9
4193443	705162	4	4
4193444	705162	3	3
4199158	705162	7	10
4210988	705162	7	8
4233942	705162	6	6
4237365	705162	6	6
4237366	705162	7	10
4240671	705162	8	11
4241958	705162	5	5
4267861	705162	5	5
4282006	705162	5	6
4289602	705162	7	7
4309827	705162	6	7
37157694	705162	6	6
40481827	705162	9	12
705163	705162	1	1
705163	705163	0	0
4021240	705163	6	7
4025117	705163	3	4
4025823	705163	3	3
4028235	705163	7	7
4034052	705163	6	6
4047488	705163	6	6
4048384	705163	9	12
4056379	705163	5	5
4074811	705163	6	6
4084262	705163	4	4
4085098	705163	2	2
4104951	705163	3	3
4133453	705163	5	5
4174212	705163	1	1
4188152	705163	7	8
4190005	705163	5	8
4193443	705163	3	3
4193444	705163	2	2
4199158	705163	6	9
4210988	705163	6	7
4233942	705163	5	5
4237365	705163	5	5
4237366	705163	6	9
4240671	705163	7	10
